left_eye_from_center,right_eye_from_center,time_start,time_end,left_eye_dim,right_eye_dim
"[5.5, -1.0]","[7.0, -1.0]",14.554491519927979,14.602084875106812,"(27, 46)","(28, 46)"
"[5.0, -0.5]","[7.0, -2.0]",14.602084875106812,14.648783445358276,"(27, 46)","(28, 46)"
"[5.0, -0.5]","[7.0, -2.0]",14.648783445358276,14.7098867893219,"(28, 47)","(30, 46)"
"[3.5, -1.0]","[6.0, -1.0]",14.7098867893219,14.77192759513855,"(29, 46)","(30, 46)"
"[3.0, -1.5]","[5.0, -1.0]",14.77192759513855,14.81903886795044,"(29, 46)","(30, 46)"
"[3.0, -1.5]","[5.0, -1.0]",14.81903886795044,14.865989685058594,"(30, 47)","(31, 47)"
"[3.5, -1.0]","[4.5, -1.5]",14.865989685058594,14.912625312805176,"(30, 47)","(31, 47)"
"[3.5, -1.0]","[4.5, -1.5]",14.912625312805176,14.9590003490448,"(30, 47)","(31, 47)"
"[1.5, -2.0]","[4.5, -1.5]",14.9590003490448,15.02112603187561,"(30, 47)","(31, 47)"
"[-1.5, -2.0]","[0.5, -1.5]",15.02112603187561,15.066993474960327,"(30, 46)","(31, 46)"
"[-5.0, -2.0]","[-1.0, -1.5]",15.066993474960327,15.114582300186157,"(30, 46)","(31, 46)"
"[-5.0, -2.0]","[-1.0, -1.5]",15.114582300186157,15.161973714828491,"(30, 46)","(31, 46)"
"[-5.0, -2.0]","[-1.0, -2.5]",15.161973714828491,15.208602905273438,"(30, 46)","(31, 46)"
"[-5.0, -2.0]","[-1.0, -2.5]",15.208602905273438,15.254317998886108,"(30, 46)","(31, 47)"
"[-6.0, -2.0]","[-1.5, -1.5]",15.254317998886108,15.302435159683228,"(28, 46)","(29, 45)"
"[-7.0, -1.0]","[-3.5, -0.5]",15.302435159683228,15.348990678787231,"(28, 45)","(29, 44)"
"[-7.5, 0.0]","[-4.0, -0.5]",15.348990678787231,15.396362543106079,"(28, 45)","(29, 44)"
"[-7.5, 0.0]","[-4.0, -0.5]",15.396362543106079,15.458999872207642,"(28, 44)","(28, 44)"
"[-3.0, 0.0]","[-4.0, 0.0]",15.458999872207642,15.506140947341919,"(27, 45)","(27, 44)"
"[-7.5, -0.5]","[-5.0, -0.5]",15.506140947341919,15.552822589874268,"(27, 45)","(27, 44)"
"[-7.5, -0.5]","[-5.0, -0.5]",15.552822589874268,15.599571943283081,"(28, 45)","(28, 44)"
"[-7.5, 0.0]","[-3.0, 0.0]",15.599571943283081,15.647188901901245,"(27, 46)","(28, 45)"
"[-8.0, -0.5]","[-3.5, -1.0]",15.647188901901245,15.694305181503296,"(27, 44)","(28, 44)"
"[-7.0, 0.5]","[-5.0, 0.0]",15.694305181503296,15.757073163986206,"(27, 44)","(28, 44)"
"[-7.0, 0.5]","[-5.0, 0.0]",15.757073163986206,15.804351568222046,"(28, 45)","(29, 46)"
"[-7.5, -1.0]","[-5.0, -0.5]",15.804351568222046,15.851126194000244,"(28, 45)","(29, 46)"
"[-7.5, -1.0]","[-5.0, -0.5]",15.851126194000244,15.891008853912354,"(29, 46)","(29, 46)"
"[-6.0, -0.5]","[-1.0, -0.5]",15.891008853912354,15.945278882980347,"(29, 46)","(29, 46)"
"[-6.0, -0.5]","[-1.0, -0.5]",15.945278882980347,15.991276741027832,"(30, 47)","(31, 46)"
"[2.5, -2.0]","[5.0, -0.5]",15.991276741027832,16.03944969177246,"(29, 46)","(30, 46)"
"[4.0, -0.5]","[6.0, -2.0]",16.03944969177246,16.101368188858032,"(29, 46)","(30, 46)"
"[4.0, -0.5]","[6.0, -2.0]",16.101368188858032,16.14814305305481,"(30, 48)","(31, 47)"
"[5.0, -1.0]","[5.5, -1.5]",16.14814305305481,16.19493532180786,"(29, 47)","(29, 46)"
"[4.5, -1.5]","[6.0, -1.5]",16.19493532180786,16.242426872253418,"(28, 46)","(28, 45)"
"[4.0, -1.0]","[7.5, -2.0]",16.242426872253418,16.304304361343384,"(28, 46)","(28, 45)"
"[4.0, -1.0]","[7.5, -2.0]",16.304304361343384,16.351394176483154,"(27, 46)","(29, 45)"
"[5.0, -0.5]","[6.5, -1.5]",16.351394176483154,16.3985116481781,"(27, 46)","(29, 45)"
"[5.0, -0.5]","[6.5, -1.5]",16.3985116481781,16.461103677749634,"(27, 45)","(28, 45)"
"[3.5, -1.5]","[-0.5, -1.0]",16.461103677749634,16.508711576461792,"(28, 47)","(28, 46)"
"[1.5, 0.0]","[-6.0, 1.0]",16.508711576461792,16.55629801750183,"(30, 47)","(31, 46)"
"[0.5, -2.0]","[1.0, -1.5]",16.55629801750183,16.603691577911377,"(30, 47)","(31, 46)"
"[0.5, -2.0]","[1.0, -1.5]",16.603691577911377,16.650052070617676,"(29, 46)","(31, 46)"
"[-1.0, -1.5]","[0.0, -1.5]",16.650052070617676,16.6972815990448,"(29, 46)","(31, 46)"
"[-1.0, -1.5]","[0.0, -1.5]",16.6972815990448,16.74384641647339,"(30, 47)","(31, 47)"
"[-3.5, -3.0]","[0.5, -1.5]",16.74384641647339,16.791041374206543,"(30, 47)","(31, 47)"
"[-3.5, -3.0]","[0.5, -1.5]",16.791041374206543,16.837174654006958,"(30, 46)","(31, 47)"
"[-2.0, -2.0]","[-0.5, -1.5]",16.837174654006958,16.883445024490356,"(29, 46)","(30, 46)"
"[-6.0, -1.5]","[-2.0, -1.0]",16.883445024490356,16.930235624313354,"(27, 45)","(28, 45)"
"[-6.5, -0.5]","[-3.5, 0.0]",16.930235624313354,16.97734785079956,"(27, 45)","(28, 45)"
"[-6.5, -0.5]","[-3.5, 0.0]",16.97734785079956,17.02607297897339,"(26, 45)","(28, 45)"
"[-7.5, -1.0]","[-4.5, 0.0]",17.02607297897339,17.073067903518677,"(27, 44)","(28, 45)"
"[-7.0, -0.5]","[-4.5, 0.0]",17.073067903518677,17.119921445846558,"(27, 44)","(28, 45)"
"[-7.0, -0.5]","[-4.5, 0.0]",17.119921445846558,17.167346715927124,"(27, 44)","(28, 45)"
"[-8.0, -0.5]","[-5.5, 0.0]",17.167346715927124,17.214416980743408,"(28, 46)","(29, 45)"
"[-8.0, 0.0]","[-4.5, 0.5]",17.214416980743408,17.261125087738037,"(28, 46)","(29, 45)"
"[-8.0, 0.0]","[-4.5, 0.5]",17.261125087738037,17.308353662490845,"(27, 44)","(29, 45)"
"[-7.0, -0.5]","[-5.5, 0.5]",17.308353662490845,17.3559513092041,"(28, 45)","(28, 45)"
"[-7.5, -1.0]","[-5.5, 0.0]",17.3559513092041,17.4185471534729,"(28, 45)","(28, 45)"
"[-7.5, -1.0]","[-5.5, 0.0]",17.4185471534729,17.464609146118164,"(28, 46)","(29, 46)"
"[-5.0, -1.0]","[-1.0, -0.5]",17.464609146118164,17.511605262756348,"(28, 46)","(29, 46)"
"[-5.0, -1.0]","[-1.0, -0.5]",17.511605262756348,17.573511600494385,"(28, 46)","(29, 46)"
"[-5.0, -1.0]","[-1.0, -0.5]",17.573511600494385,17.620136976242065,"(27, 46)","(29, 46)"
"[-6.0, -0.5]","[0.0, -0.5]",17.620136976242065,17.667620182037354,"(27, 46)","(29, 46)"
"[-6.0, -0.5]","[0.0, -0.5]",17.667620182037354,17.7143816947937,"(28, 47)","(30, 46)"
"[-0.5, -2.0]","[5.0, -1.0]",17.7143816947937,17.762033224105835,"(28, 45)","(29, 45)"
"[4.5, -1.0]","[6.5, -1.5]",17.762033224105835,17.809414625167847,"(27, 46)","(28, 46)"
"[5.0, -0.5]","[7.0, -2.0]",17.809414625167847,17.870753049850464,"(27, 46)","(28, 46)"
"[5.0, -0.5]","[7.0, -2.0]",17.870753049850464,17.91872787475586,"(28, 46)","(28, 45)"
"[5.0, -1.0]","[-7.5, 1.0]",17.91872787475586,17.964481353759766,"(28, 46)","(28, 45)"
"[5.0, -1.0]","[-7.5, 1.0]",17.964481353759766,18.011876821517944,"(27, 46)","(29, 45)"
"[5.0, -0.5]","[7.5, -1.5]",18.011876821517944,18.058961629867554,"(27, 46)","(29, 45)"
"[5.0, -0.5]","[7.5, -1.5]",18.058961629867554,18.10473871231079,"(28, 46)","(28, 45)"
"[5.0, -1.0]","[7.5, -1.0]",18.10473871231079,18.151302099227905,"(28, 46)","(29, 46)"
"[4.0, -1.0]","[2.0, -1.5]",18.151302099227905,18.197994709014893,"(29, 46)","(30, 46)"
"[3.0, -1.5]","[2.0, -2.0]",18.197994709014893,18.24430537223816,"(29, 46)","(30, 46)"
"[3.0, -1.5]","[2.0, -2.0]",18.24430537223816,18.291035413742065,"(30, 46)","(31, 46)"
"[-1.0, -2.0]","[2.0, -1.5]",18.291035413742065,18.33721375465393,"(29, 47)","(31, 47)"
"[-2.5, -2.5]","[1.5, -2.5]",18.33721375465393,18.38337230682373,"(29, 47)","(31, 47)"
"[-2.5, -2.5]","[1.5, -2.5]",18.38337230682373,18.444628477096558,"(30, 47)","(31, 46)"
"[-2.5, -3.0]","[1.0, -1.5]",18.444628477096558,18.492084741592407,"(28, 46)","(30, 46)"
"[-3.0, -1.0]","[2.0, -1.0]",18.492084741592407,18.539374589920044,"(28, 46)","(30, 46)"
"[-3.0, -1.0]","[2.0, -1.0]",18.539374589920044,18.586334228515625,"(25, 46)","(26, 46)"
"[-3.0, -1.5]","[1.0, -1.0]",18.586334228515625,18.633662939071655,"(24, 46)","(24, 45)"
"[-3.0, -1.0]","[3.5, -1.0]",18.633662939071655,18.680284023284912,"(24, 46)","(24, 45)"
"[-3.0, -1.0]","[3.5, -1.0]",18.680284023284912,18.727375268936157,"(25, 45)","(24, 46)"
"[-0.5, -1.5]","[5.0, -1.0]",18.727375268936157,18.773842334747314,"(26, 45)","(26, 45)"
"[3.5, -1.0]","[6.5, -1.0]",18.773842334747314,18.835930585861206,"(26, 45)","(26, 45)"
"[3.5, -1.0]","[6.5, -1.0]",18.835930585861206,18.881446361541748,"(27, 46)","(28, 45)"
"[4.0, -0.5]","[0.5, 0.0]",18.881446361541748,18.92864179611206,"(27, 45)","(28, 45)"
"[4.5, -0.5]","[-1.5, 0.0]",18.92864179611206,18.975933074951172,"(27, 45)","(28, 45)"
"[4.5, -0.5]","[-1.5, 0.0]",18.975933074951172,19.023454666137695,"(27, 45)","(29, 45)"
"[5.5, -0.5]","[-1.5, -0.5]",19.023454666137695,19.070913553237915,"(27, 45)","(29, 45)"
"[5.5, -0.5]","[-1.5, -0.5]",19.070913553237915,19.117738485336304,"(27, 46)","(29, 46)"
"[6.0, -0.5]","[-2.0, -0.5]",19.117738485336304,19.16493272781372,"(28, 46)","(29, 45)"
"[6.0, 0.0]","[-2.5, -0.5]",19.16493272781372,19.211485862731934,"(28, 46)","(29, 45)"
"[6.0, 0.0]","[-2.5, -0.5]",19.211485862731934,19.257445573806763,"(28, 46)","(28, 45)"
"[6.0, 0.0]","[-1.5, 0.0]",19.257445573806763,19.304008960723877,"(28, 46)","(28, 45)"
"[6.0, 0.0]","[-1.5, 0.0]",19.304008960723877,19.350359678268433,"(28, 46)","(28, 46)"
"[6.0, 0.0]","[-2.0, 0.0]",19.350359678268433,19.39699101448059,"(27, 46)","(28, 45)"
"[6.0, -0.5]","[-2.5, 0.0]",19.39699101448059,19.459580898284912,"(27, 46)","(29, 46)"
"[6.0, -0.5]","[-2.0, -0.5]",19.459580898284912,19.522348165512085,"(27, 46)","(29, 46)"
"[6.0, -0.5]","[-2.0, -0.5]",19.522348165512085,19.570123434066772,"(28, 46)","(29, 45)"
"[6.0, -1.0]","[-2.5, -0.5]",19.570123434066772,19.617966890335083,"(28, 46)","(29, 45)"
"[6.0, -1.0]","[-2.5, -0.5]",19.617966890335083,19.66409730911255,"(28, 46)","(28, 46)"
"[6.0, -1.0]","[-7.0, 1.0]",19.66409730911255,19.71063733100891,"(27, 46)","(29, 45)"
"[6.0, -0.5]","[-2.5, -0.5]",19.71063733100891,19.75740623474121,"(28, 46)","(29, 45)"
"[5.0, 0.0]","[-1.5, -0.5]",19.75740623474121,19.804473161697388,"(28, 46)","(29, 45)"
"[5.0, 0.0]","[-1.5, -0.5]",19.804473161697388,19.85177206993103,"(28, 46)","(29, 46)"
"[5.0, 0.0]","[-1.0, -0.5]",19.85177206993103,19.898380517959595,"(28, 46)","(28, 45)"
"[6.0, 0.0]","[-2.5, 0.0]",19.898380517959595,19.94499683380127,"(28, 46)","(28, 45)"
"[6.0, 0.0]","[-2.5, 0.0]",19.94499683380127,19.991925954818726,"(27, 46)","(29, 45)"
"[6.0, -0.5]","[-1.5, -0.5]",19.991925954818726,20.05311369895935,"(28, 46)","(29, 45)"
"[5.0, -1.0]","[-1.5, -0.5]",20.05311369895935,20.099193572998047,"(27, 45)","(29, 45)"
"[5.5, -0.5]","[-1.5, -0.5]",20.099193572998047,20.1610107421875,"(27, 45)","(29, 45)"
"[5.5, -0.5]","[-1.5, -0.5]",20.1610107421875,20.20736026763916,"(28, 47)","(29, 45)"
"[5.5, 0.0]","[-2.5, -0.5]",20.20736026763916,20.25522780418396,"(28, 47)","(29, 45)"
"[5.5, 0.0]","[-2.5, -0.5]",20.25522780418396,20.301358938217163,"(27, 46)","(29, 46)"
"[6.0, -0.5]","[-1.0, -0.5]",20.301358938217163,20.34893822669983,"(28, 46)","(29, 45)"
"[6.0, -1.0]","[-1.5, -0.5]",20.34893822669983,20.396032571792603,"(28, 46)","(29, 45)"
"[6.0, -1.0]","[-1.5, -0.5]",20.396032571792603,20.442694425582886,"(28, 46)","(29, 45)"
"[6.0, -1.0]","[-1.5, -0.5]",20.442694425582886,20.490297317504883,"(28, 46)","(29, 45)"
"[6.0, -1.0]","[-1.5, -0.5]",20.490297317504883,20.53822350502014,"(28, 46)","(29, 45)"
"[5.0, -1.0]","[-1.5, -0.5]",20.53822350502014,20.584831714630127,"(26, 45)","(28, 45)"
"[3.5, -1.0]","[5.5, -1.0]",20.584831714630127,20.632447481155396,"(26, 45)","(28, 45)"
"[3.5, -1.0]","[5.5, -1.0]",20.632447481155396,20.679154634475708,"(24, 45)","(24, 45)"
"[-4.5, -1.0]","[1.5, -1.0]",20.679154634475708,20.726242303848267,"(24, 45)","(25, 45)"
"[-5.5, -1.0]","[-1.5, -0.5]",20.726242303848267,20.773308038711548,"(24, 45)","(25, 45)"
"[-5.5, -1.0]","[-1.5, -0.5]",20.773308038711548,20.821394443511963,"(25, 44)","(24, 44)"
"[-7.0, -0.5]","[-4.0, -1.0]",20.821394443511963,20.86861801147461,"(25, 44)","(24, 44)"
"[-7.0, -0.5]","[-4.0, -1.0]",20.86861801147461,20.914707899093628,"(25, 45)","(25, 44)"
"[-7.5, -0.5]","[-5.0, -0.5]",20.914707899093628,20.96181297302246,"(26, 45)","(26, 44)"
"[-7.5, 0.0]","[-4.0, 0.0]",20.96181297302246,21.00896406173706,"(26, 45)","(26, 44)"
"[-6.5, 0.0]","[-5.0, 0.0]",21.00896406173706,21.071969747543335,"(26, 45)","(26, 44)"
"[-6.5, 0.0]","[-5.0, 0.0]",21.071969747543335,21.1191987991333,"(26, 45)","(26, 44)"
"[-7.5, 0.0]","[-5.0, 0.0]",21.1191987991333,21.16475796699524,"(26, 45)","(26, 44)"
"[-7.5, 0.0]","[-5.0, 0.0]",21.16475796699524,21.211904764175415,"(26, 44)","(27, 44)"
"[-7.0, -1.0]","[-5.0, -0.5]",21.211904764175415,21.25852394104004,"(26, 44)","(26, 43)"
"[-7.0, -1.0]","[-4.5, 0.0]",21.25852394104004,21.30608105659485,"(26, 44)","(26, 43)"
"[-7.0, -1.0]","[-4.5, 0.0]",21.30608105659485,21.35330867767334,"(25, 45)","(25, 43)"
"[-7.5, -0.5]","[-3.5, -0.5]",21.35330867767334,21.400214910507202,"(24, 45)","(24, 44)"
"[-5.5, -1.0]","[0.0, -1.0]",21.400214910507202,21.446340560913086,"(28, 46)","(29, 45)"
"[-6.0, -1.0]","[0.5, -1.5]",21.446340560913086,21.493415594100952,"(28, 46)","(29, 45)"
"[-6.0, -1.0]","[0.5, -1.5]",21.493415594100952,21.54025626182556,"(30, 46)","(30, 46)"
"[-3.0, -2.0]","[1.0, -1.0]",21.54025626182556,21.587573528289795,"(30, 46)","(30, 46)"
"[-3.0, -2.0]","[1.0, -1.0]",21.587573528289795,21.634307622909546,"(29, 46)","(30, 47)"
"[-2.0, -1.5]","[1.5, -2.0]",21.634307622909546,21.681387901306152,"(30, 47)","(30, 47)"
"[-4.5, -2.0]","[-0.5, -2.0]",21.681387901306152,21.72744107246399,"(29, 46)","(30, 46)"
"[-5.0, -2.5]","[0.0, -2.0]",21.72744107246399,21.78894567489624,"(29, 46)","(30, 46)"
"[-5.0, -2.5]","[0.0, -2.0]",21.78894567489624,21.837210655212402,"(30, 46)","(30, 46)"
"[-5.0, -2.0]","[-1.0, -2.0]",21.837210655212402,21.88319706916809,"(30, 46)","(30, 46)"
"[-5.0, -2.0]","[-1.0, -2.0]",21.88319706916809,21.929076671600342,"(30, 47)","(31, 46)"
"[-4.5, -2.0]","[-1.0, -1.5]",21.929076671600342,21.976081609725952,"(30, 46)","(31, 47)"
"[-5.0, -2.0]","[-0.5, -1.5]",21.976081609725952,22.039368152618408,"(30, 46)","(31, 47)"
"[-5.0, -2.0]","[-0.5, -1.5]",22.039368152618408,22.08590078353882,"(29, 46)","(30, 46)"
"[-3.0, -1.5]","[0.0, -2.0]",22.08590078353882,22.131810426712036,"(29, 46)","(29, 45)"
"[-5.0, -1.5]","[-0.5, -1.5]",22.131810426712036,22.178471088409424,"(29, 46)","(29, 45)"
"[-5.0, -1.5]","[-0.5, -1.5]",22.178471088409424,22.226179838180542,"(23, 45)","(23, 45)"
"[-4.5, -0.5]","[0.5, -0.5]",22.226179838180542,22.288132667541504,"(23, 45)","(23, 45)"
"[-4.5, -0.5]","[0.5, -0.5]",22.288132667541504,22.336225509643555,"(23, 45)","(23, 45)"
"[-4.5, -0.5]","[0.5, -0.5]",22.336225509643555,22.383300065994263,"(23, 46)","(24, 45)"
"[-6.0, -1.5]","[0.5, 0.0]",22.383300065994263,22.42913293838501,"(23, 46)","(24, 45)"
"[-6.0, -1.5]","[0.5, 0.0]",22.42913293838501,22.491307020187378,"(23, 45)","(23, 45)"
"[-4.5, -0.5]","[-0.5, -0.5]",22.491307020187378,22.537458658218384,"(23, 45)","(23, 45)"
"[-3.5, -0.5]","[-0.5, -0.5]",22.537458658218384,22.583920001983643,"(24, 45)","(23, 45)"
"[-3.5, -1.0]","[0.5, -0.5]",22.583920001983643,22.63034701347351,"(24, 45)","(23, 45)"
"[-3.5, -1.0]","[0.5, -0.5]",22.63034701347351,22.67738699913025,"(24, 45)","(24, 45)"
"[-3.5, -1.0]","[-0.5, -1.0]",22.67738699913025,22.72464632987976,"(28, 46)","(28, 46)"
"[-1.0, -1.0]","[2.0, -1.0]",22.72464632987976,22.77233862876892,"(28, 46)","(28, 46)"
"[-1.0, -1.0]","[2.0, -1.0]",22.77233862876892,22.819076538085938,"(29, 47)","(30, 46)"
"[2.5, -1.5]","[5.0, -2.0]",22.819076538085938,22.86618709564209,"(29, 47)","(30, 46)"
"[2.5, -1.5]","[5.0, -2.0]",22.86618709564209,22.912984371185303,"(28, 47)","(29, 45)"
"[5.5, 0.0]","[6.5, -1.5]",22.912984371185303,22.96010708808899,"(29, 47)","(29, 46)"
"[5.5, -0.5]","[6.0, -1.5]",22.96010708808899,23.007736206054688,"(29, 47)","(29, 45)"
"[5.5, -0.5]","[6.5, -1.5]",23.007736206054688,23.053900241851807,"(29, 47)","(29, 45)"
"[5.5, -0.5]","[6.5, -1.5]",23.053900241851807,23.1011700630188,"(28, 46)","(29, 45)"
"[5.0, 0.0]","[6.5, -1.5]",23.1011700630188,23.161399602890015,"(28, 46)","(29, 45)"
"[5.0, 0.0]","[6.5, -1.5]",23.161399602890015,23.209011554718018,"(26, 46)","(26, 44)"
"[-2.0, -1.0]","[2.0, -1.0]",23.209011554718018,23.256097316741943,"(25, 46)","(26, 45)"
"[-3.0, -1.5]","[3.5, -1.0]",23.256097316741943,23.318441152572632,"(25, 46)","(24, 45)"
"[-3.0, -1.5]","[3.5, -1.0]",23.318441152572632,23.364495515823364,"(25, 46)","(24, 45)"
"[-3.0, -1.5]","[3.5, -1.0]",23.364495515823364,23.41111445426941,"(24, 45)","(24, 44)"
"[-2.5, -1.0]","[1.0, -1.0]",23.41111445426941,23.45723819732666,"(24, 45)","(24, 44)"
"[-2.5, -1.0]","[1.0, -1.0]",23.45723819732666,23.504818201065063,"(25, 46)","(25, 45)"
"[-3.0, -0.5]","[2.5, -1.5]",23.504818201065063,23.552411556243896,"(26, 46)","(25, 45)"
"[-3.0, -1.0]","[2.5, -0.5]",23.552411556243896,23.599190950393677,"(26, 46)","(25, 45)"
"[-3.0, -1.0]","[2.5, -0.5]",23.599190950393677,23.645345211029053,"(25, 46)","(25, 45)"
"[-6.0, -0.5]","[-0.5, -1.5]",23.645345211029053,23.692840337753296,"(25, 46)","(25, 45)"
"[-6.0, -0.5]","[-0.5, -1.5]",23.692840337753296,23.73939824104309,"(25, 46)","(25, 44)"
"[-6.0, -0.5]","[-3.0, -0.5]",23.73939824104309,23.785926818847656,"(27, 44)","(27, 44)"
"[-7.0, -0.5]","[-4.0, -0.5]",23.785926818847656,23.832597017288208,"(27, 44)","(27, 44)"
"[-7.0, -0.5]","[-4.0, -0.5]",23.832597017288208,23.879143238067627,"(28, 46)","(29, 45)"
"[-7.0, 0.0]","[-4.5, -0.5]",23.879143238067627,23.92623496055603,"(27, 46)","(29, 46)"
"[-6.0, -0.5]","[0.0, -0.5]",23.92623496055603,23.973806381225586,"(27, 46)","(29, 46)"
"[-6.0, -0.5]","[0.0, -0.5]",23.973806381225586,24.021381378173828,"(27, 46)","(28, 46)"
"[-2.0, -1.5]","[3.0, -1.0]",24.021381378173828,24.0836398601532,"(27, 47)","(27, 45)"
"[-1.5, -0.5]","[3.5, -0.5]",24.0836398601532,24.130417823791504,"(27, 47)","(27, 45)"
"[-1.5, -0.5]","[3.5, -0.5]",24.130417823791504,24.177037477493286,"(26, 46)","(26, 45)"
"[-2.0, -1.0]","[3.5, -1.0]",24.177037477493286,24.223356246948242,"(26, 46)","(26, 45)"
"[-2.0, -1.0]","[3.5, -1.0]",24.223356246948242,24.286112070083618,"(24, 44)","(24, 44)"
"[-1.0, 0.0]","[-1.0, -1.0]",24.286112070083618,24.34871196746826,"(24, 44)","(24, 44)"
"[-1.0, 0.0]","[-1.0, -1.0]",24.34871196746826,24.410871505737305,"(24, 45)","(24, 44)"
"[-2.5, -1.0]","[0.0, 0.0]",24.410871505737305,24.472305297851562,"(25, 45)","(25, 45)"
"[-3.5, -0.5]","[3.5, -0.5]",24.472305297851562,24.51827359199524,"(24, 45)","(24, 45)"
"[-1.5, -1.0]","[-1.5, 0.0]",24.51827359199524,24.566051721572876,"(24, 45)","(24, 45)"
"[-1.5, -1.0]","[-1.5, 0.0]",24.566051721572876,24.613709211349487,"(24, 45)","(24, 44)"
"[-1.5, -1.0]","[-1.0, 0.0]",24.613709211349487,24.660069465637207,"(24, 45)","(24, 44)"
"[-1.5, -1.0]","[-1.0, 0.0]",24.660069465637207,24.706966400146484,"(25, 46)","(25, 45)"
"[-3.0, -1.5]","[3.5, -0.5]",24.706966400146484,24.753581047058105,"(24, 43)","(24, 44)"
"[-2.5, -1.0]","[-2.0, -1.0]",24.753581047058105,24.800177812576294,"(24, 43)","(24, 44)"
"[-2.5, -1.0]","[-2.0, -1.0]",24.800177812576294,24.847009658813477,"(23, 45)","(23, 45)"
"[-1.5, -0.5]","[-0.5, -0.5]",24.847009658813477,24.908529043197632,"(23, 45)","(23, 45)"
"[-1.5, -0.5]","[-0.5, -0.5]",24.908529043197632,24.956130981445312,"(24, 45)","(24, 45)"
"[-3.5, -1.0]","[2.5, -1.0]",24.956130981445312,25.00335168838501,"(25, 45)","(25, 45)"
"[-2.5, -0.5]","[3.5, -0.5]",25.00335168838501,25.050398111343384,"(25, 46)","(25, 46)"
"[-3.0, -1.5]","[3.0, -0.5]",25.050398111343384,25.11297607421875,"(25, 46)","(25, 46)"
"[-3.0, -1.5]","[3.0, -0.5]",25.11297607421875,25.15912413597107,"(25, 45)","(25, 45)"
"[-2.5, -1.5]","[3.5, -0.5]",25.15912413597107,25.20616579055786,"(25, 45)","(25, 45)"
"[-2.5, -1.5]","[3.5, -0.5]",25.20616579055786,25.253257989883423,"(25, 45)","(25, 45)"
"[-2.5, -1.5]","[3.5, -0.5]",25.253257989883423,25.300830841064453,"(25, 46)","(25, 45)"
"[-2.0, -1.5]","[3.5, -0.5]",25.300830841064453,25.363112449645996,"(24, 45)","(24, 44)"
"[-2.5, -1.0]","[3.0, -1.0]",25.363112449645996,25.424877643585205,"(24, 45)","(24, 44)"
"[-2.5, -1.0]","[3.0, -1.0]",25.424877643585205,25.470973014831543,"(24, 45)","(24, 45)"
"[-2.5, -1.0]","[-0.5, 0.0]",25.470973014831543,25.518052101135254,"(24, 45)","(24, 45)"
"[-2.5, -1.0]","[-0.5, 0.0]",25.518052101135254,25.56425976753235,"(24, 45)","(24, 44)"
"[-3.5, -1.0]","[1.0, -1.0]",25.56425976753235,25.610229969024658,"(26, 47)","(26, 46)"
"[-1.5, -1.0]","[3.0, -1.0]",25.610229969024658,25.656225204467773,"(26, 47)","(27, 47)"
"[-1.5, -1.0]","[2.5, -1.5]",25.656225204467773,25.718221187591553,"(26, 47)","(27, 47)"
"[-1.5, -1.0]","[2.5, -1.5]",25.718221187591553,25.76509928703308,"(28, 46)","(28, 47)"
"[-2.0, -1.0]","[3.5, -1.0]",25.76509928703308,25.811269283294678,"(28, 46)","(28, 47)"
"[-2.0, -1.0]","[3.5, -1.0]",25.811269283294678,25.85803461074829,"(27, 47)","(28, 46)"
"[-1.5, -0.5]","[3.0, -1.0]",25.85803461074829,25.920295476913452,"(27, 48)","(29, 46)"
"[-1.0, -0.5]","[3.0, -0.5]",25.920295476913452,25.967002153396606,"(28, 47)","(28, 47)"
"[-1.5, -1.0]","[2.5, -1.0]",25.967002153396606,26.01460027694702,"(28, 47)","(28, 47)"
"[-1.5, -1.0]","[2.5, -1.0]",26.01460027694702,26.061362266540527,"(28, 47)","(29, 47)"
"[-1.5, -1.0]","[3.5, -0.5]",26.061362266540527,26.1080482006073,"(28, 47)","(29, 47)"
"[-1.5, -1.0]","[3.5, -0.5]",26.1080482006073,26.155068159103394,"(28, 47)","(29, 47)"
"[-1.5, -1.0]","[3.5, -0.5]",26.155068159103394,26.202165842056274,"(28, 47)","(29, 47)"
"[-1.5, -1.0]","[3.5, -0.5]",26.202165842056274,26.264551162719727,"(28, 48)","(28, 47)"
"[-1.0, -1.0]","[2.5, -1.0]",26.264551162719727,26.311038970947266,"(28, 48)","(28, 47)"
"[-1.0, -1.0]","[2.5, -1.0]",26.311038970947266,26.357597589492798,"(28, 47)","(28, 46)"
"[-1.5, -1.0]","[3.0, -1.0]",26.357597589492798,26.40463376045227,"(28, 47)","(28, 46)"
"[-1.5, -1.0]","[3.0, -1.0]",26.40463376045227,26.451728343963623,"(27, 47)","(27, 46)"
"[-1.5, -1.5]","[3.0, -0.5]",26.451728343963623,26.49930500984192,"(26, 47)","(27, 46)"
"[-2.5, -1.0]","[3.0, -0.5]",26.49930500984192,26.547146320343018,"(27, 46)","(27, 47)"
"[-2.0, -0.5]","[2.5, -0.5]",26.547146320343018,26.609753847122192,"(27, 46)","(27, 47)"
"[-2.0, -0.5]","[2.5, -0.5]",26.609753847122192,26.65705108642578,"(27, 47)","(27, 46)"
"[-2.5, -0.5]","[3.0, -0.5]",26.65705108642578,26.703266620635986,"(27, 47)","(27, 46)"
"[-2.5, -0.5]","[3.0, -0.5]",26.703266620635986,26.750380992889404,"(25, 46)","(25, 45)"
