left_eye_from_center,right_eye_from_center,time_start,time_end
"[3.0, -0.5]","[6.0, 0.0]",36.383821964263916,36.430153131484985
"[3.0, -0.5]","[6.0, 0.0]",36.430153131484985,36.47812747955322
"[3.0, -0.5]","[6.0, 0.0]",36.47812747955322,36.52470278739929
"[2.0, 0.0]","[5.5, 0.0]",36.52470278739929,36.57171177864075
"[2.5, -0.5]","[5.0, 0.0]",36.57171177864075,36.619789838790894
"[2.5, -0.5]","[5.0, 0.0]",36.619789838790894,36.66561961174011
"[2.5, -0.5]","[5.5, -0.5]",36.66561961174011,36.71155047416687
"[2.5, -0.5]","[5.5, -0.5]",36.71155047416687,36.75827097892761
"[2.0, -0.5]","[6.0, 0.0]",36.75827097892761,36.8052818775177
"[-3.5, -1.0]","[2.5, -0.5]",36.8052818775177,36.85133957862854
"[-5.5, -1.0]","[-1.5, -2.0]",36.85133957862854,36.89789080619812
"[-5.5, -1.0]","[-1.5, -2.0]",36.89789080619812,36.94547891616821
"[-5.0, -1.0]","[-3.0, -2.0]",36.94547891616821,36.99193286895752
"[-5.0, -1.0]","[-3.0, -2.0]",36.99193286895752,37.03903293609619
"[-5.0, -1.0]","[-3.0, -1.5]",37.03903293609619,37.08680248260498
"[-5.0, -1.0]","[-3.0, -1.5]",37.08680248260498,37.13346266746521
"[-6.0, -1.0]","[-3.0, -2.0]",37.13346266746521,37.18058109283447
"[-5.0, -1.5]","[-3.0, -2.0]",37.18058109283447,37.22736215591431
"[-5.5, -1.5]","[-3.0, -1.5]",37.22736215591431,37.27299475669861
"[-5.5, -1.5]","[-3.0, -1.5]",37.27299475669861,37.319644927978516
"[-6.5, -1.5]","[-4.0, -2.0]",37.319644927978516,37.36652874946594
"[-6.5, -1.5]","[-4.0, -2.0]",37.36652874946594,37.41463780403137
"[-5.5, -1.5]","[-4.5, -1.5]",37.41463780403137,37.4627423286438
"[-6.5, -1.5]","[-3.0, -1.5]",37.4627423286438,37.508663177490234
"[-5.5, -1.0]","[-4.0, -1.0]",37.508663177490234,37.57226276397705
"[-5.5, -1.0]","[-4.0, -1.0]",37.57226276397705,37.619322061538696
"[-5.0, -1.5]","[-4.0, -1.0]",37.619322061538696,37.665587186813354
"[-5.0, -1.5]","[-4.0, -1.0]",37.665587186813354,37.71116065979004
"[-5.5, -1.0]","[-3.5, -1.5]",37.71116065979004,37.75727415084839
"[-5.5, -1.0]","[-3.0, -1.5]",37.75727415084839,37.80351996421814
"[-5.5, -1.0]","[-3.0, -1.5]",37.80351996421814,37.85109090805054
"[-6.5, -1.0]","[-3.5, -1.0]",37.85109090805054,37.89826416969299
"[-6.0, -0.5]","[-3.5, -1.5]",37.89826416969299,37.944575548172
"[-6.0, -0.5]","[-3.0, -1.5]",37.944575548172,37.99263048171997
"[-6.0, -0.5]","[-3.0, -1.5]",37.99263048171997,38.04025673866272
"[-6.0, -1.5]","[-3.5, -1.5]",38.04025673866272,38.087709188461304
"[-6.0, -1.5]","[-3.5, -1.5]",38.087709188461304,38.13423442840576
"[-3.0, -1.0]","[-0.5, -1.5]",38.13423442840576,38.18001842498779
"[-3.5, -0.5]","[0.5, -0.5]",38.18001842498779,38.22651743888855
"[-3.5, -0.5]","[0.5, -0.5]",38.22651743888855,38.27366280555725
"[-4.0, -1.0]","[1.5, -0.5]",38.27366280555725,38.320682764053345
"[-4.0, -0.5]","[0.5, -1.5]",38.320682764053345,38.368019580841064
"[-4.0, -0.5]","[0.5, -1.5]",38.368019580841064,38.415287494659424
"[-2.0, -0.5]","[2.5, -1.5]",38.415287494659424,38.461334466934204
"[-2.0, -0.5]","[2.5, -1.5]",38.461334466934204,38.52367925643921
"[-3.5, -0.5]","[1.5, -1.0]",38.52367925643921,38.570035457611084
"[-3.0, -1.0]","[0.5, -0.5]",38.570035457611084,38.61760354042053
"[-3.0, -1.0]","[0.5, -0.5]",38.61760354042053,38.664416551589966
"[-3.0, -0.5]","[0.5, -0.5]",38.664416551589966,38.710705280303955
"[-3.0, -0.5]","[0.5, -0.5]",38.710705280303955,38.75794315338135
"[-3.0, -0.5]","[0.5, -1.0]",38.75794315338135,38.80412840843201
"[-2.5, -1.0]","[0.0, -1.5]",38.80412840843201,38.85070061683655
"[-3.5, -0.5]","[0.5, -0.5]",38.85070061683655,38.89791464805603
"[-3.5, -0.5]","[0.5, -0.5]",38.89791464805603,38.943957805633545
"[-4.0, -0.5]","[0.5, 0.0]",38.943957805633545,38.991583824157715
"[-3.0, -0.5]","[0.5, -0.5]",38.991583824157715,39.037821531295776
"[-3.0, -0.5]","[0.5, -0.5]",39.037821531295776,39.085474252700806
"[-3.5, -0.5]","[0.0, -1.0]",39.085474252700806,39.1334285736084
"[-3.5, -0.5]","[0.0, -1.0]",39.1334285736084,39.17993474006653
"[-4.5, -1.5]","[0.5, -1.5]",39.17993474006653,39.22653341293335
"[-4.5, -1.0]","[-0.5, -1.0]",39.22653341293335,39.273669719696045
"[-4.5, -2.0]","[0.0, -1.5]",39.273669719696045,39.32032608985901
"[-4.5, -2.0]","[0.0, -1.5]",39.32032608985901,39.36664843559265
"[-4.0, -1.0]","[-0.5, -2.0]",39.36664843559265,39.41449856758118
"[-4.0, -1.0]","[-0.5, -2.0]",39.41449856758118,39.46154856681824
"[-5.0, -1.0]","[-2.0, -1.5]",39.46154856681824,39.508238792419434
"[-3.0, 0.0]","[1.5, -0.5]",39.508238792419434,39.555312156677246
"[-3.0, -0.5]","[2.0, -0.5]",39.555312156677246,39.61679983139038
"[-3.0, -0.5]","[2.0, -0.5]",39.61679983139038,39.66343379020691
"[-3.0, -1.0]","[0.5, -0.5]",39.66343379020691,39.7099769115448
"[-3.0, -1.0]","[0.5, -0.5]",39.7099769115448,39.75632619857788
"[-2.5, -1.0]","[2.0, -1.0]",39.75632619857788,39.80378842353821
"[-3.5, -1.0]","[1.5, -0.5]",39.80378842353821,39.85058259963989
"[-3.5, -1.0]","[1.5, -0.5]",39.85058259963989,39.897547245025635
"[-2.5, -1.0]","[1.5, -1.0]",39.897547245025635,39.94387340545654
"[-2.5, -1.0]","[1.5, -1.0]",39.94387340545654,39.99061107635498
"[-2.5, -1.0]","[1.5, -1.0]",39.99061107635498,40.03821420669556
"[-1.5, -1.0]","[1.0, -1.0]",40.03821420669556,40.08464694023132
"[-1.5, -1.0]","[1.0, -1.0]",40.08464694023132,40.13094425201416
"[-5.0, 0.0]","[-1.5, -0.5]",40.13094425201416,40.177305936813354
"[-4.5, -1.0]","[0.0, -1.0]",40.177305936813354,40.22394847869873
"[-4.5, -1.0]","[0.0, -1.0]",40.22394847869873,40.27073574066162
"[-4.5, -1.5]","[-1.5, -1.0]",40.27073574066162,40.316877365112305
"[-4.5, -1.0]","[-1.0, -1.0]",40.316877365112305,40.364457845687866
"[-4.5, -1.0]","[-1.0, -1.0]",40.364457845687866,40.41053128242493
"[-4.5, -1.0]","[-0.5, -1.0]",40.41053128242493,40.45746994018555
"[-5.0, -1.0]","[-0.5, -1.5]",40.45746994018555,40.50502133369446
"[-2.5, -1.0]","[0.0, -1.0]",40.50502133369446,40.584396839141846
"[-2.5, -1.0]","[0.0, -1.0]",40.584396839141846,40.632489919662476
"[-2.5, -1.5]","[0.5, -1.5]",40.632489919662476,40.680723428726196
"[-2.5, -1.5]","[0.5, -1.5]",40.680723428726196,40.72785568237305
"[-3.0, -1.5]","[1.5, -1.5]",40.72785568237305,40.77537536621094
"[-2.5, -1.0]","[1.5, -0.5]",40.77537536621094,40.82243299484253
"[-3.0, -1.0]","[1.5, -1.0]",40.82243299484253,40.88471841812134
"[-3.0, -1.0]","[1.5, -1.0]",40.88471841812134,40.93140959739685
"[-3.0, -1.0]","[1.5, -0.5]",40.93140959739685,40.97885584831238
"[-3.0, -1.0]","[1.5, -0.5]",40.97885584831238,41.02566576004028
"[-3.5, -1.0]","[1.5, -0.5]",41.02566576004028,41.073765993118286
"[-3.0, -0.5]","[2.0, -1.0]",41.073765993118286,41.12088990211487
"[-2.5, -1.0]","[1.5, -1.0]",41.12088990211487,41.1832754611969
"[-2.5, -1.0]","[1.5, -1.0]",41.1832754611969,41.23135018348694
"[-3.0, -0.5]","[2.5, -0.5]",41.23135018348694,41.27851676940918
"[-3.0, -0.5]","[2.5, -0.5]",41.27851676940918,41.32458281517029
"[-2.5, -0.5]","[1.5, -0.5]",41.32458281517029,41.37285375595093
"[-2.5, -0.5]","[1.0, -0.5]",41.37285375595093,41.41994857788086
"[-2.5, -0.5]","[1.0, -0.5]",41.41994857788086,41.467339754104614
"[-3.0, -1.0]","[1.0, -0.5]",41.467339754104614,41.51350474357605
"[-3.5, -1.0]","[2.0, -1.5]",41.51350474357605,41.559544801712036
"[-3.5, -1.0]","[2.0, -1.5]",41.559544801712036,41.606974363327026
"[-4.0, -0.5]","[1.5, -0.5]",41.606974363327026,41.65393114089966
"[-4.0, -0.5]","[1.5, -0.5]",41.65393114089966,41.70157980918884
"[-3.5, -1.5]","[-1.0, -0.5]",41.70157980918884,41.74915170669556
"[-3.0, -0.5]","[-1.0, -0.5]",41.74915170669556,41.79597473144531
"[-3.0, -0.5]","[-1.0, -0.5]",41.79597473144531,41.842507123947144
"[-3.5, -1.0]","[0.0, -1.0]",41.842507123947144,41.8900682926178
"[-3.0, -1.0]","[-0.5, -1.5]",41.8900682926178,41.93762135505676
"[-3.0, -1.0]","[-0.5, -1.5]",41.93762135505676,41.98369264602661
"[-2.5, -1.5]","[-0.5, -1.0]",41.98369264602661,42.03125238418579
"[-2.5, -1.5]","[-1.0, -1.0]",42.03125238418579,42.07827019691467
"[-4.0, -1.0]","[-0.5, -1.5]",42.07827019691467,42.15634846687317
"[-4.0, -1.0]","[-0.5, -1.5]",42.15634846687317,42.202709913253784
"[-3.5, -1.5]","[-0.5, -1.5]",42.202709913253784,42.249008893966675
"[-3.5, -1.5]","[-0.5, -1.5]",42.249008893966675,42.294715881347656
"[-3.5, -0.5]","[2.5, -1.5]",42.294715881347656,42.340927600860596
"[-3.5, -0.5]","[2.5, -1.5]",42.340927600860596,42.388187646865845
"[-3.0, -0.5]","[1.0, -0.5]",42.388187646865845,42.435694217681885
"[-3.5, -1.5]","[0.0, -1.0]",42.435694217681885,42.48281216621399
"[-3.5, -1.0]","[0.0, -1.5]",42.48281216621399,42.52830195426941
"[-3.5, -1.0]","[0.0, -1.5]",42.52830195426941,42.574822187423706
"[-3.5, -1.5]","[0.0, -1.0]",42.574822187423706,42.621520042419434
"[-3.5, -1.5]","[0.0, -1.0]",42.621520042419434,42.66842699050903
"[-3.5, -1.0]","[0.5, -1.5]",42.66842699050903,42.71596884727478
"[-4.0, -0.5]","[0.5, -1.0]",42.71596884727478,42.762526512145996
"[-3.0, -0.5]","[1.0, -0.5]",42.762526512145996,42.80872201919556
"[-3.0, -0.5]","[1.0, -0.5]",42.80872201919556,42.85629844665527
"[-2.5, -0.5]","[1.0, -0.5]",42.85629844665527,42.90203619003296
"[-2.5, -0.5]","[1.0, -0.5]",42.90203619003296,42.94864296913147
"[-2.5, -1.0]","[2.0, -0.5]",42.94864296913147,42.995330810546875
"[-3.5, -1.0]","[2.0, -0.5]",42.995330810546875,43.04237174987793
"[-3.5, -1.0]","[2.0, -0.5]",43.04237174987793,43.08972406387329
"[-3.5, -1.0]","[2.0, -0.5]",43.08972406387329,43.13728952407837
"[-3.0, -1.0]","[1.5, -0.5]",43.13728952407837,43.18349504470825
"[-3.0, -1.0]","[1.5, -0.5]",43.18349504470825,43.23005557060242
"[-3.0, -0.5]","[1.0, -0.5]",43.23005557060242,43.27742648124695
"[-3.0, -0.5]","[1.0, -0.5]",43.27742648124695,43.323283672332764
"[-2.5, -0.5]","[0.5, -0.5]",43.323283672332764,43.37044930458069
"[-2.5, -0.5]","[2.0, -1.0]",43.37044930458069,43.41806244850159
"[-3.5, -0.5]","[1.0, -0.5]",43.41806244850159,43.4647376537323
"[-3.5, -0.5]","[1.0, -0.5]",43.4647376537323,43.510990858078
"[-3.5, -0.5]","[2.0, -0.5]",43.510990858078,43.55767059326172
"[-3.5, -0.5]","[2.0, -0.5]",43.55767059326172,43.6042902469635
"[-3.0, -1.0]","[1.5, -0.5]",43.6042902469635,43.65135431289673
"[-3.0, -1.0]","[1.5, -0.5]",43.65135431289673,43.69856262207031
"[-3.0, -0.5]","[1.5, -0.5]",43.69856262207031,43.74527430534363
"[-3.5, -1.0]","[2.0, -1.0]",43.74527430534363,43.79129910469055
"[-2.5, -0.5]","[2.0, -0.5]",43.79129910469055,43.83845782279968
"[-2.5, -0.5]","[2.0, -0.5]",43.83845782279968,43.88527512550354
"[-2.5, -0.5]","[2.0, -0.5]",43.88527512550354,43.932366132736206
"[-3.5, -0.5]","[2.0, -0.5]",43.932366132736206,43.97860503196716
"[-3.5, -0.5]","[2.0, -0.5]",43.97860503196716,44.02425289154053
"[-3.5, -0.5]","[1.5, -0.5]",44.02425289154053,44.07132601737976
"[-3.5, -0.5]","[1.0, -0.5]",44.07132601737976,44.1343719959259
"[-3.5, -0.5]","[1.0, -0.5]",44.1343719959259,44.18103504180908
"[-2.5, -1.0]","[2.0, -0.5]",44.18103504180908,44.22823119163513
"[-2.5, -1.0]","[2.0, -0.5]",44.22823119163513,44.2743616104126
"[-3.0, -1.0]","[2.0, -0.5]",44.2743616104126,44.321707248687744
"[-3.0, -1.0]","[2.0, -0.5]",44.321707248687744,44.368391275405884
"[-2.5, -0.5]","[1.5, -1.5]",44.368391275405884,44.415743350982666
"[-2.0, -1.0]","[1.5, -1.0]",44.415743350982666,44.46329164505005
"[-3.5, -1.0]","[2.0, -1.0]",44.46329164505005,44.5098397731781
"[-3.5, -1.0]","[2.0, -1.0]",44.5098397731781,44.55549192428589
"[-4.5, -0.5]","[1.5, -1.5]",44.55549192428589,44.60241103172302
"[-4.5, -0.5]","[1.5, -1.5]",44.60241103172302,44.649458169937134
"[-4.5, -0.5]","[1.0, -1.5]",44.649458169937134,44.69653797149658
"[-4.5, -1.0]","[1.0, -1.0]",44.69653797149658,44.7440984249115
"[-4.5, -0.5]","[1.0, -0.5]",44.7440984249115,44.80557179450989
"[-4.5, -0.5]","[1.0, -0.5]",44.80557179450989,44.85369944572449
"[-4.5, -0.5]","[1.0, -1.5]",44.85369944572449,44.90044617652893
"[-4.5, -0.5]","[1.0, -1.5]",44.90044617652893,44.94722318649292
"[-4.5, -0.5]","[2.0, -1.0]",44.94722318649292,44.99263119697571
"[-5.0, -0.5]","[2.0, -1.0]",44.99263119697571,45.03974199295044
"[-5.0, -0.5]","[2.0, -1.0]",45.03974199295044,45.08530402183533
"[-4.5, -0.5]","[2.0, -1.5]",45.08530402183533,45.13145852088928
"[-2.5, -0.5]","[1.5, -0.5]",45.13145852088928,45.17865538597107
"[-3.5, -0.5]","[1.5, -1.0]",45.17865538597107,45.22484540939331
"[-3.5, -0.5]","[1.5, -1.0]",45.22484540939331,45.27233386039734
"[-2.5, -0.5]","[1.0, -0.5]",45.27233386039734,45.32048296928406
"[-2.5, -0.5]","[1.0, -0.5]",45.32048296928406,45.367321729660034
"[-2.5, -0.5]","[1.5, -0.5]",45.367321729660034,45.41547393798828
"[-3.5, -1.0]","[1.5, -0.5]",45.41547393798828,45.4622859954834
"[-3.5, -1.0]","[1.5, -0.5]",45.4622859954834,45.50834512710571
"[-3.5, -0.5]","[1.0, -1.0]",45.50834512710571,45.55427265167236
"[-3.5, -1.0]","[2.0, -1.0]",45.55427265167236,45.600743532180786
"[-3.5, -1.0]","[2.0, -1.0]",45.600743532180786,45.64832925796509
"[-3.0, -0.5]","[2.0, -0.5]",45.64832925796509,45.69461131095886
"[-3.0, -0.5]","[2.0, -0.5]",45.69461131095886,45.74263405799866
"[-2.5, -0.5]","[2.0, -0.5]",45.74263405799866,45.78950643539429
"[-3.5, -0.5]","[2.5, -0.5]",45.78950643539429,45.83664155006409
"[-3.5, -0.5]","[2.5, -0.5]",45.83664155006409,45.884024143218994
"[-2.0, -0.5]","[2.0, -0.5]",45.884024143218994,45.93104910850525
"[-3.5, -0.5]","[2.0, -0.5]",45.93104910850525,45.97860074043274
"[-3.5, -0.5]","[2.0, -0.5]",45.97860074043274,46.02428913116455
"[-2.5, -0.5]","[1.5, -0.5]",46.02428913116455,46.07101511955261
"[-2.5, -1.0]","[1.5, -1.0]",46.07101511955261,46.1187047958374
"[-2.5, -1.0]","[1.5, -1.0]",46.1187047958374,46.1657190322876
"[-2.5, -0.5]","[1.5, -0.5]",46.1657190322876,46.21251153945923
"[-2.5, -0.5]","[1.5, -0.5]",46.21251153945923,46.27401041984558
"[-3.0, -0.5]","[1.5, -0.5]",46.27401041984558,46.32121276855469
"[-3.5, -0.5]","[1.5, -1.0]",46.32121276855469,46.36819362640381
"[-3.5, -0.5]","[1.5, -1.0]",46.36819362640381,46.41442537307739
"[-3.5, -0.5]","[2.0, -0.5]",46.41442537307739,46.462072134017944
"[-3.0, -0.5]","[2.0, -0.5]",46.462072134017944,46.508211851119995
"[-2.5, -0.5]","[1.5, -0.5]",46.508211851119995,46.55487108230591
"[-2.5, -0.5]","[1.5, -0.5]",46.55487108230591,46.60167956352234
"[-2.5, -0.5]","[1.5, -0.5]",46.60167956352234,46.64853096008301
"[-2.5, -0.5]","[1.5, -0.5]",46.64853096008301,46.69381308555603
"[-3.5, -0.5]","[2.0, -0.5]",46.69381308555603,46.74046349525452
"[-6.0, -1.0]","[-2.0, -1.5]",46.74046349525452,46.787598848342896
"[-6.0, -1.0]","[-2.5, -1.5]",46.787598848342896,46.850481033325195
"[-6.0, -1.0]","[-2.5, -1.5]",46.850481033325195,46.897847414016724
"[-6.5, -1.5]","[-2.5, -1.5]",46.897847414016724,46.945505142211914
"[-6.5, -1.5]","[-2.5, -1.5]",46.945505142211914,46.99167084693909
"[-6.5, -1.0]","[-2.5, -1.5]",46.99167084693909,47.0393009185791
"[-5.5, -1.0]","[-3.0, -1.5]",47.0393009185791,47.085875272750854
"[-7.5, -0.5]","[-4.5, -1.5]",47.085875272750854,47.148064613342285
"[-7.5, -0.5]","[-4.5, -1.5]",47.148064613342285,47.19453024864197
"[-6.5, -1.0]","[-4.5, -0.5]",47.19453024864197,47.241485595703125
"[-6.5, -1.0]","[-4.5, -0.5]",47.241485595703125,47.287811040878296
"[-7.5, -1.0]","[-5.5, -1.0]",47.287811040878296,47.33481526374817
"[-8.5, -0.5]","[-6.0, -1.0]",47.33481526374817,47.39667081832886
"[-8.5, -0.5]","[-6.0, -1.0]",47.39667081832886,47.44276571273804
"[-7.0, -1.0]","[-5.5, -1.0]",47.44276571273804,47.489689350128174
"[-7.0, -1.0]","[-5.5, -1.0]",47.489689350128174,47.53635287284851
"[-6.5, -1.5]","[-6.0, -0.5]",47.53635287284851,47.58352541923523
"[-3.0, -1.0]","[0.5, -1.0]",47.58352541923523,47.630040884017944
"[-3.0, -1.0]","[0.5, -1.0]",47.630040884017944,47.676883935928345
"[-6.5, -0.5]","[0.5, -1.0]",47.676883935928345,47.72273111343384
"[-6.0, 0.0]","[-1.5, -1.0]",47.72273111343384,47.77039551734924
"[-6.0, -1.0]","[-2.0, -1.0]",47.77039551734924,47.818142890930176
"[-6.0, -1.0]","[-2.0, -1.0]",47.818142890930176,47.86432147026062
"[-7.0, -0.5]","[-1.5, -1.5]",47.86432147026062,47.91119909286499
"[-7.0, -0.5]","[-1.5, -1.5]",47.91119909286499,47.95751619338989
"[-4.0, -0.5]","[2.0, -1.5]",47.95751619338989,48.005094051361084
"[-4.0, -0.5]","[0.5, -0.5]",48.005094051361084,48.05146312713623
"[-3.5, -0.5]","[0.5, -1.0]",48.05146312713623,48.11395764350891
"[-3.5, -0.5]","[0.5, -1.0]",48.11395764350891,48.16027855873108
"[-4.5, -1.5]","[1.0, -1.0]",48.16027855873108,48.20878720283508
"[-4.5, -1.5]","[1.0, -1.0]",48.20878720283508,48.25690174102783
"[-6.0, -0.5]","[-2.5, -1.0]",48.25690174102783,48.30402851104736
"[-6.0, -0.5]","[-2.5, -1.0]",48.30402851104736,48.3503155708313
"[-6.5, -1.0]","[-4.5, -0.5]",48.3503155708313,48.39631652832031
"[-7.0, -1.0]","[-4.5, -0.5]",48.39631652832031,48.44358277320862
"[-7.5, -0.5]","[-5.5, -1.0]",48.44358277320862,48.489622354507446
"[-7.5, -0.5]","[-5.5, -1.0]",48.489622354507446,48.53553318977356
"[-7.5, -0.5]","[-5.0, -1.0]",48.53553318977356,48.58259606361389
"[-7.5, -0.5]","[-5.0, -1.0]",48.58259606361389,48.63018226623535
"[-7.5, -0.5]","[-4.0, -1.5]",48.63018226623535,48.67710471153259
"[-7.5, -1.0]","[-4.0, -1.5]",48.67710471153259,48.723371267318726
"[-4.0, -1.0]","[1.5, -0.5]",48.723371267318726,48.77041673660278
"[-4.0, -1.0]","[1.5, -0.5]",48.77041673660278,48.81639242172241
"[-3.5, -1.0]","[1.5, -0.5]",48.81639242172241,48.86365461349487
"[-3.5, -1.0]","[1.5, -0.5]",48.86365461349487,48.90973401069641
"[-2.5, -0.5]","[2.0, -0.5]",48.90973401069641,48.95655417442322
"[-2.5, -0.5]","[2.0, -0.5]",48.95655417442322,49.00246334075928
"[1.0, -1.0]","[4.0, -1.0]",49.00246334075928,49.04977822303772
"[1.5, -1.5]","[4.5, -1.0]",49.04977822303772,49.09584617614746
"[2.5, -0.5]","[4.5, -1.0]",49.09584617614746,49.14254283905029
"[2.5, -0.5]","[4.5, -1.0]",49.14254283905029,49.18954133987427
"[3.0, -1.0]","[6.0, -1.0]",49.18954133987427,49.23730540275574
"[3.0, -1.0]","[6.0, -1.0]",49.23730540275574,49.28345966339111
"[3.5, -0.5]","[6.0, -1.5]",49.28345966339111,49.33083248138428
"[3.5, -0.5]","[6.0, -1.5]",49.33083248138428,49.378013610839844
"[4.0, -0.5]","[6.5, -1.5]",49.378013610839844,49.424604415893555
"[3.5, -0.5]","[7.0, -0.5]",49.424604415893555,49.470815658569336
"[4.5, -0.5]","[7.0, -0.5]",49.470815658569336,49.51814913749695
"[4.5, -0.5]","[7.0, -0.5]",49.51814913749695,49.56532120704651
"[4.0, -0.5]","[6.5, -0.5]",49.56532120704651,49.61140561103821
"[1.0, -1.5]","[4.0, -1.5]",49.61140561103821,49.658259868621826
"[1.0, -1.5]","[4.0, -1.5]",49.658259868621826,49.70459270477295
"[-4.0, -1.0]","[-1.0, -2.0]",49.70459270477295,49.75220823287964
"[-4.0, -1.0]","[-1.0, -1.0]",49.75220823287964,49.798293590545654
"[-4.0, -1.0]","[-1.0, -1.0]",49.798293590545654,49.845053911209106
"[-5.0, -0.5]","[-2.0, -1.0]",49.845053911209106,49.892423152923584
"[-5.0, -0.5]","[-2.0, -1.0]",49.892423152923584,49.94057250022888
"[-6.0, -2.0]","[-1.0, -2.0]",49.94057250022888,49.988346338272095
"[-4.5, -1.0]","[-1.5, -2.0]",49.988346338272095,50.03546857833862
"[-4.5, -1.5]","[-2.5, -2.0]",50.03546857833862,50.097843170166016
"[-4.5, -1.5]","[-2.5, -2.0]",50.097843170166016,50.14404487609863
"[-3.5, -2.0]","[-3.5, -2.0]",50.14404487609863,50.191179275512695
"[-3.5, -2.0]","[-3.5, -2.0]",50.191179275512695,50.237560987472534
"[-4.0, -1.5]","[-3.0, -2.0]",50.237560987472534,50.284212827682495
"[-4.0, -1.5]","[-3.0, -2.0]",50.284212827682495,50.332350730895996
"[-4.5, -1.5]","[-3.0, -1.5]",50.332350730895996,50.37944841384888
"[-4.5, -1.5]","[-2.5, -1.5]",50.37944841384888,50.42660641670227
"[-4.0, -1.5]","[-3.0, -1.5]",50.42660641670227,50.47330570220947
"[-4.0, -1.5]","[-3.0, -1.5]",50.47330570220947,50.52125906944275
"[-5.5, -0.5]","[0.0, -0.5]",50.52125906944275,50.5674409866333
"[-5.5, -0.5]","[0.0, -0.5]",50.5674409866333,50.61549139022827
"[-2.5, -1.0]","[1.0, -1.0]",50.61549139022827,50.66253733634949
"[-3.0, -1.0]","[1.5, 0.0]",50.66253733634949,50.70960450172424
"[-2.5, -0.5]","[1.5, -1.0]",50.70960450172424,50.77216029167175
"[-2.5, -0.5]","[1.5, -1.0]",50.77216029167175,50.819212198257446
"[-3.0, -1.0]","[1.0, 0.0]",50.819212198257446,50.86636781692505
"[-3.0, -1.0]","[1.0, 0.0]",50.86636781692505,50.91445875167847
"[-3.5, -1.0]","[1.0, -1.0]",50.91445875167847,50.9615695476532
"[-3.5, -1.0]","[1.0, -1.0]",50.9615695476532,51.008265256881714
"[-3.5, -1.0]","[1.0, -1.0]",51.008265256881714,51.05518102645874
"[-2.5, -0.5]","[1.0, -1.0]",51.05518102645874,51.10128426551819
"[-3.0, -1.0]","[1.0, -1.0]",51.10128426551819,51.149380922317505
"[-3.5, -1.0]","[2.0, -1.0]",51.149380922317505,51.196635246276855
"[-3.5, -1.0]","[2.0, -1.0]",51.196635246276855,51.24353814125061
"[-2.0, -0.5]","[1.5, -1.0]",51.24353814125061,51.290316581726074
"[-2.0, -0.5]","[1.5, -1.0]",51.290316581726074,51.337260246276855
"[-2.0, -0.5]","[1.5, -1.0]",51.337260246276855,51.38350582122803
"[-2.5, -0.5]","[1.0, -1.0]",51.38350582122803,51.42983818054199
"[-2.5, -0.5]","[1.0, -1.0]",51.42983818054199,51.47669839859009
"[-3.5, -1.0]","[1.5, -1.0]",51.47669839859009,51.523157835006714
"[-2.0, 0.0]","[1.5, -1.0]",51.523157835006714,51.5703604221344
"[-2.0, 0.0]","[1.5, -1.0]",51.5703604221344,51.618391275405884
"[-3.0, -0.5]","[2.5, -1.0]",51.618391275405884,51.66533017158508
"[-3.0, -0.5]","[2.5, -1.0]",51.66533017158508,51.71152400970459
"[-3.0, -1.0]","[1.0, -1.0]",51.71152400970459,51.75935363769531
"[-3.0, -1.0]","[2.0, -1.0]",51.75935363769531,51.80677652359009
"[-3.0, -1.0]","[2.0, -1.0]",51.80677652359009,51.85267925262451
"[-3.0, 0.0]","[1.0, -1.0]",51.85267925262451,51.89863634109497
"[-3.0, 0.0]","[1.0, -1.0]",51.89863634109497,51.94607734680176
"[-2.5, -1.0]","[1.5, -1.0]",51.94607734680176,51.9927396774292
"[-3.0, -0.5]","[1.5, -0.5]",51.9927396774292,52.03881096839905
"[-2.5, -1.5]","[0.5, -1.5]",52.03881096839905,52.08550715446472
"[-2.5, -1.5]","[0.5, -1.5]",52.08550715446472,52.13238978385925
"[-1.0, -1.0]","[-0.5, -1.0]",52.13238978385925,52.17941355705261
"[-1.0, -1.0]","[-0.5, -1.0]",52.17941355705261,52.2261438369751
"[-1.0, -1.0]","[-0.5, -1.0]",52.2261438369751,52.2733199596405
"[-1.0, -1.0]","[-0.5, -1.0]",52.2733199596405,52.3193302154541
"[-1.0, -1.0]","[-0.5, -1.0]",52.3193302154541,52.36577391624451
"[-1.0, -1.0]","[-0.5, -1.0]",52.36577391624451,52.41155958175659
"[-1.0, -1.0]","[-0.5, -1.0]",52.41155958175659,52.45943069458008
"[-1.0, -1.0]","[-0.5, -1.0]",52.45943069458008,52.50506091117859
"[-1.0, -1.0]","[-0.5, -1.0]",52.50506091117859,52.55203557014465
"[-1.0, -1.0]","[-0.5, -1.0]",52.55203557014465,52.599671840667725
"[-1.0, -1.0]","[-0.5, -1.0]",52.599671840667725,52.64707565307617
"[-1.0, -1.0]","[-0.5, -1.0]",52.64707565307617,52.69371962547302
"[-1.0, -1.0]","[-0.5, -1.0]",52.69371962547302,52.739779233932495
"[-1.0, -1.0]","[-0.5, -1.0]",52.739779233932495,52.78655433654785
"[-1.0, -1.0]","[-0.5, -1.0]",52.78655433654785,52.833826780319214
"[-1.0, -1.0]","[-0.5, -1.0]",52.833826780319214,52.88039708137512
"[-1.0, -1.0]","[-0.5, -1.0]",52.88039708137512,52.92664980888367
