left_eye_from_center,right_eye_from_center,time_start,time_end
"[4.5, 0.0]","[7.0, -0.5]",19.765565156936646,19.812439680099487
"[4.0, -0.5]","[6.0, -1.0]",19.812439680099487,19.859793424606323
"[4.0, -0.5]","[6.5, -1.0]",19.859793424606323,19.906835794448853
"[3.5, -0.5]","[6.5, -0.5]",19.906835794448853,19.968835830688477
"[3.5, -0.5]","[6.5, -0.5]",19.968835830688477,20.01578378677368
"[4.0, -0.5]","[6.5, -0.5]",20.01578378677368,20.06201696395874
"[4.0, -0.5]","[6.5, -0.5]",20.06201696395874,20.108585596084595
"[4.0, 0.0]","[6.5, -1.0]",20.108585596084595,20.1552836894989
"[3.5, -0.5]","[6.5, -0.5]",20.1552836894989,20.2009117603302
"[3.5, -0.5]","[6.5, -0.5]",20.2009117603302,20.247994661331177
"[4.5, -0.5]","[5.5, -1.0]",20.247994661331177,20.293684244155884
"[-1.5, -1.0]","[0.5, -1.0]",20.293684244155884,20.34122610092163
"[-1.5, -1.0]","[0.5, -1.0]",20.34122610092163,20.38780927658081
"[-3.0, -1.0]","[1.0, -1.0]",20.38780927658081,20.433691024780273
"[-1.0, -1.0]","[2.0, -0.5]",20.433691024780273,20.480517148971558
"[-1.0, -1.0]","[2.0, -0.5]",20.480517148971558,20.527311086654663
"[2.5, -1.0]","[5.0, -0.5]",20.527311086654663,20.573463201522827
"[2.5, -1.0]","[5.5, -0.5]",20.573463201522827,20.620055437088013
"[2.5, -1.0]","[5.5, -0.5]",20.620055437088013,20.667638540267944
"[4.5, -0.5]","[4.5, -1.5]",20.667638540267944,20.715320587158203
"[4.0, -0.5]","[5.0, -0.5]",20.715320587158203,20.76252841949463
"[4.0, -0.5]","[5.0, -0.5]",20.76252841949463,20.809860467910767
"[4.0, 0.5]","[5.5, -0.5]",20.809860467910767,20.85748052597046
"[4.0, 0.5]","[5.5, -0.5]",20.85748052597046,20.904947996139526
"[3.5, -0.5]","[5.5, -0.5]",20.904947996139526,20.952409744262695
"[4.5, -0.5]","[4.5, -0.5]",20.952409744262695,20.999463319778442
"[4.5, -0.5]","[4.5, -0.5]",20.999463319778442,21.046061277389526
"[4.5, -1.0]","[5.5, -1.0]",21.046061277389526,21.092531204223633
"[4.5, -1.0]","[5.5, -1.0]",21.092531204223633,21.139041662216187
"[6.0, 0.0]","[6.0, -1.0]",21.139041662216187,21.18499255180359
"[3.5, 0.0]","[5.0, -1.0]",21.18499255180359,21.23178458213806
"[3.5, 0.0]","[5.0, -1.0]",21.23178458213806,21.278366804122925
"[5.5, -0.5]","[5.5, -0.5]",21.278366804122925,21.325562000274658
"[4.0, -0.5]","[5.5, -0.5]",21.325562000274658,21.373085737228394
"[4.0, -0.5]","[5.5, -0.5]",21.373085737228394,21.419145345687866
"[4.5, -0.5]","[5.5, -0.5]",21.419145345687866,21.465779542922974
"[4.5, -0.5]","[6.5, -1.0]",21.465779542922974,21.51267695426941
"[4.5, -0.5]","[6.5, -1.0]",21.51267695426941,21.560481309890747
"[3.5, 0.0]","[5.5, -1.0]",21.560481309890747,21.60680341720581
"[3.5, -0.5]","[5.5, -1.0]",21.60680341720581,21.653514862060547
"[4.0, 0.0]","[5.0, -1.0]",21.653514862060547,21.71644949913025
"[4.0, 0.0]","[5.0, -1.0]",21.71644949913025,21.762682676315308
"[4.5, -0.5]","[5.0, -0.5]",21.762682676315308,21.80979609489441
"[4.5, -0.5]","[5.0, -0.5]",21.80979609489441,21.855735778808594
"[4.5, -0.5]","[5.5, -1.0]",21.855735778808594,21.902751207351685
"[4.5, -0.5]","[5.5, -1.0]",21.902751207351685,21.949057579040527
"[4.5, -0.5]","[5.5, -0.5]",21.949057579040527,21.996612310409546
"[3.5, -0.5]","[6.0, -0.5]",21.996612310409546,22.043350219726562
"[4.5, 0.0]","[5.5, -1.0]",22.043350219726562,22.09019422531128
"[4.5, 0.0]","[5.5, -1.0]",22.09019422531128,22.137903928756714
"[4.5, 0.0]","[4.5, -1.0]",22.137903928756714,22.184481143951416
"[4.5, 0.0]","[4.5, -1.0]",22.184481143951416,22.23151922225952
"[4.5, -0.5]","[6.0, -0.5]",22.23151922225952,22.277527809143066
"[0.5, -1.0]","[1.5, -0.5]",22.277527809143066,22.325813055038452
"[-3.5, -1.0]","[1.0, -0.5]",22.325813055038452,22.372666597366333
"[-3.5, -1.0]","[1.0, -0.5]",22.372666597366333,22.41841697692871
"[-4.5, -0.5]","[1.0, -1.0]",22.41841697692871,22.464526891708374
"[-4.5, -0.5]","[1.0, -1.0]",22.464526891708374,22.512523412704468
"[-5.5, -0.5]","[-1.0, -1.5]",22.512523412704468,22.559967756271362
"[-5.5, -0.5]","[-1.0, -1.5]",22.559967756271362,22.607060432434082
"[-4.5, -0.5]","[0.5, -0.5]",22.607060432434082,22.653231143951416
"[-3.0, -1.0]","[1.0, -0.5]",22.653231143951416,22.69988751411438
"[-6.0, -1.0]","[-0.5, -1.0]",22.69988751411438,22.74673843383789
"[-6.0, -1.0]","[-0.5, -1.0]",22.74673843383789,22.793920278549194
"[-6.0, -0.5]","[-3.0, -1.0]",22.793920278549194,22.84044313430786
"[-6.0, -0.5]","[-3.0, -1.0]",22.84044313430786,22.886510848999023
"[-5.5, -1.0]","[-3.5, -1.0]",22.886510848999023,22.93283772468567
"[-6.5, -0.5]","[-4.0, -1.0]",22.93283772468567,22.97984552383423
"[-5.5, -1.0]","[-3.5, -1.5]",22.97984552383423,23.04272437095642
"[-5.5, -1.0]","[-3.5, -1.5]",23.04272437095642,23.08941912651062
"[-5.5, -1.5]","[-2.0, -2.5]",23.08941912651062,23.136585474014282
"[-5.5, -1.5]","[-2.0, -2.5]",23.136585474014282,23.18380618095398
"[-4.0, -2.0]","[-2.0, -2.0]",23.18380618095398,23.230963945388794
"[-4.0, -2.0]","[-2.0, -2.0]",23.230963945388794,23.277984857559204
"[-3.5, -2.0]","[-1.5, -2.0]",23.277984857559204,23.32553219795227
"[-7.0, 0.0]","[-2.5, -2.0]",23.32553219795227,23.372508764266968
"[-5.0, -1.0]","[-3.0, -1.5]",23.372508764266968,23.418675422668457
"[-5.0, -1.0]","[-3.0, -1.5]",23.418675422668457,23.46572518348694
"[-5.0, -1.5]","[-2.5, -2.0]",23.46572518348694,23.512409687042236
"[-5.0, -1.5]","[-2.5, -2.0]",23.512409687042236,23.55860447883606
"[-6.0, -1.5]","[-2.5, -1.5]",23.55860447883606,23.60487461090088
"[-5.5, -1.5]","[-3.0, -1.0]",23.60487461090088,23.651617765426636
"[-6.5, -1.5]","[-3.5, -1.5]",23.651617765426636,23.699371337890625
"[-6.5, -1.5]","[-3.5, -1.5]",23.699371337890625,23.74569320678711
"[-5.5, -1.5]","[-3.0, -1.5]",23.74569320678711,23.792901515960693
"[-5.5, -1.5]","[-3.0, -1.5]",23.792901515960693,23.839578866958618
"[-5.0, -1.0]","[-3.5, -1.5]",23.839578866958618,23.885505437850952
"[-5.0, -1.0]","[-3.5, -1.5]",23.885505437850952,23.932341814041138
"[-6.0, -1.5]","[-3.5, -1.5]",23.932341814041138,23.980109930038452
"[-6.0, -1.5]","[-3.0, -1.0]",23.980109930038452,24.02701473236084
"[-5.0, -1.5]","[-4.0, -2.0]",24.02701473236084,24.07365846633911
"[-5.0, -1.5]","[-4.0, -2.0]",24.07365846633911,24.119681119918823
"[-5.5, -1.0]","[-3.5, -1.5]",24.119681119918823,24.166958808898926
"[-5.5, -1.0]","[-3.5, -1.5]",24.166958808898926,24.214166164398193
"[-6.0, -1.5]","[-3.0, -1.5]",24.214166164398193,24.260863065719604
"[-6.0, -1.0]","[-4.0, -1.5]",24.260863065719604,24.30772089958191
"[-6.0, -1.5]","[-3.5, -1.5]",24.30772089958191,24.369669675827026
"[-6.0, -1.5]","[-3.5, -1.5]",24.369669675827026,24.41638445854187
"[-6.5, -1.5]","[-4.0, -1.5]",24.41638445854187,24.463481903076172
"[-6.5, -1.5]","[-4.0, -1.5]",24.463481903076172,24.51103639602661
"[-5.0, -1.0]","[-4.0, -1.5]",24.51103639602661,24.558791399002075
"[-6.0, -1.5]","[-4.0, -1.5]",24.558791399002075,24.604308366775513
"[-6.0, -1.5]","[-4.0, -1.5]",24.604308366775513,24.65106439590454
"[-5.0, -1.0]","[-4.0, -2.0]",24.65106439590454,24.698623180389404
"[-6.0, -1.5]","[-3.5, -1.5]",24.698623180389404,24.745065689086914
"[-6.0, -1.0]","[-4.0, -1.5]",24.745065689086914,24.792328596115112
"[-6.0, -1.0]","[-4.0, -1.5]",24.792328596115112,24.83825397491455
"[-5.0, -1.0]","[-4.0, -1.5]",24.83825397491455,24.883737802505493
"[-5.0, -1.0]","[-4.0, -1.5]",24.883737802505493,24.931082248687744
"[-5.0, -1.0]","[-4.0, -1.0]",24.931082248687744,24.978352785110474
"[-5.0, -1.0]","[-4.0, -1.5]",24.978352785110474,25.0244243144989
"[-5.0, -1.0]","[-4.0, -1.5]",25.0244243144989,25.070617198944092
"[-6.0, -1.5]","[-4.0, -1.0]",25.070617198944092,25.11686062812805
"[-6.0, -1.5]","[-4.0, -1.0]",25.11686062812805,25.163698196411133
"[-6.0, -1.0]","[-4.0, -1.0]",25.163698196411133,25.21052646636963
"[-5.0, -1.5]","[-3.5, -1.5]",25.21052646636963,25.258190631866455
"[-5.0, -1.5]","[-3.5, -1.5]",25.258190631866455,25.304413080215454
"[-5.0, -1.5]","[-4.0, -1.0]",25.304413080215454,25.350465536117554
"[-6.5, -1.5]","[-4.0, -1.5]",25.350465536117554,25.39695167541504
"[-6.5, -1.5]","[-4.0, -1.5]",25.39695167541504,25.443382263183594
"[-5.5, -1.0]","[-3.0, -1.5]",25.443382263183594,25.490440845489502
"[-5.5, -1.0]","[-3.0, -1.5]",25.490440845489502,25.53783655166626
"[-5.5, 0.0]","[0.0, -1.0]",25.53783655166626,25.583885669708252
"[-4.5, -0.5]","[0.5, -1.0]",25.583885669708252,25.630550146102905
"[-4.5, -0.5]","[0.5, -1.0]",25.630550146102905,25.67825961112976
"[-4.0, -0.5]","[1.5, -0.5]",25.67825961112976,25.72446298599243
"[-3.5, -1.0]","[1.0, -1.0]",25.72446298599243,25.772321701049805
"[-3.5, -1.0]","[1.0, -1.0]",25.772321701049805,25.81958770751953
"[-3.5, -0.5]","[2.0, -0.5]",25.81958770751953,25.86631441116333
"[-3.5, -0.5]","[1.5, -0.5]",25.86631441116333,25.914226770401
"[-3.5, -0.5]","[1.5, -0.5]",25.914226770401,25.96234440803528
"[-3.5, -0.5]","[0.5, -1.0]",25.96234440803528,26.024137496948242
"[-3.5, 0.0]","[0.5, -0.5]",26.024137496948242,26.070687294006348
"[-3.0, -1.0]","[1.0, -0.5]",26.070687294006348,26.118222951889038
"[-3.0, -1.0]","[1.0, -0.5]",26.118222951889038,26.166035413742065
"[-3.0, -0.5]","[1.0, -1.0]",26.166035413742065,26.21318244934082
"[-3.0, -0.5]","[1.0, -1.0]",26.21318244934082,26.260356187820435
"[-2.5, 0.0]","[1.5, -0.5]",26.260356187820435,26.30763268470764
"[-3.5, 0.0]","[0.5, -0.5]",26.30763268470764,26.35348391532898
"[-3.0, -1.0]","[1.0, -0.5]",26.35348391532898,26.416059494018555
"[-3.0, -1.0]","[1.0, -0.5]",26.416059494018555,26.46317982673645
"[-3.5, 0.0]","[2.0, -0.5]",26.46317982673645,26.51075530052185
"[-3.5, 0.0]","[2.0, -0.5]",26.51075530052185,26.556423902511597
"[-3.0, -0.5]","[1.5, -1.0]",26.556423902511597,26.603601455688477
"[-3.5, 0.0]","[1.0, -0.5]",26.603601455688477,26.65119695663452
"[-3.5, 0.0]","[1.0, -0.5]",26.65119695663452,26.698808908462524
"[-2.5, -1.0]","[1.5, -0.5]",26.698808908462524,26.74555730819702
"[-3.0, 0.0]","[0.5, -0.5]",26.74555730819702,26.792648553848267
"[-3.0, 0.0]","[0.5, -0.5]",26.792648553848267,26.838768482208252
"[-3.5, -1.0]","[1.0, -1.0]",26.838768482208252,26.88524031639099
"[-3.5, -1.0]","[1.0, -1.0]",26.88524031639099,26.932644844055176
"[-3.0, -1.0]","[1.5, -0.5]",26.932644844055176,26.979283094406128
"[-3.0, -0.5]","[0.5, -0.5]",26.979283094406128,27.025725841522217
"[-3.0, -0.5]","[0.5, -0.5]",27.025725841522217,27.07233738899231
"[-2.0, -1.0]","[1.5, -0.5]",27.07233738899231,27.11838436126709
"[-2.5, -0.5]","[1.5, -1.0]",27.11838436126709,27.165602684020996
"[-2.5, -0.5]","[1.5, -1.0]",27.165602684020996,27.21146321296692
"[-2.5, -0.5]","[0.5, -0.5]",27.21146321296692,27.258665084838867
"[-2.5, -0.5]","[0.5, -0.5]",27.258665084838867,27.320149660110474
"[-2.5, -0.5]","[0.5, -1.0]",27.320149660110474,27.382709741592407
"[-2.5, -0.5]","[0.5, -1.0]",27.382709741592407,27.43027377128601
"[-2.5, -0.5]","[1.5, -1.0]",27.43027377128601,27.477778673171997
"[-2.5, -0.5]","[1.5, -1.0]",27.477778673171997,27.52442502975464
"[-2.0, -0.5]","[0.5, -0.5]",27.52442502975464,27.571523189544678
"[-2.0, 0.0]","[0.5, -0.5]",27.571523189544678,27.618292808532715
"[-2.0, -0.5]","[0.5, -0.5]",27.618292808532715,27.680432081222534
"[-2.0, -0.5]","[0.5, -0.5]",27.680432081222534,27.72642159461975
"[-3.5, -1.5]","[1.5, -1.0]",27.72642159461975,27.77379322052002
"[-3.5, -1.5]","[1.5, -1.0]",27.77379322052002,27.820589542388916
"[-3.5, -0.5]","[0.5, -1.0]",27.820589542388916,27.86726403236389
"[-3.5, -0.5]","[0.5, -1.0]",27.86726403236389,27.928616762161255
"[-3.5, -0.5]","[1.5, -1.0]",27.928616762161255,27.99071431159973
"[-3.5, -0.5]","[1.5, -1.0]",27.99071431159973,28.038626194000244
"[-2.0, -0.5]","[1.5, -1.5]",28.038626194000244,28.085923433303833
"[-2.0, -0.5]","[1.5, -1.5]",28.085923433303833,28.132442712783813
"[-4.0, -1.0]","[0.0, -1.0]",28.132442712783813,28.180549144744873
"[-4.5, -1.0]","[1.0, -1.0]",28.180549144744873,28.22816252708435
"[-4.5, -1.0]","[1.0, -1.0]",28.22816252708435,28.275444746017456
"[-3.5, -0.5]","[0.5, -1.5]",28.275444746017456,28.321547985076904
"[-3.5, -1.0]","[0.5, -0.5]",28.321547985076904,28.368609189987183
"[-3.5, -1.0]","[0.5, -0.5]",28.368609189987183,28.415003299713135
"[-3.0, -1.0]","[0.5, -1.0]",28.415003299713135,28.46272373199463
"[-3.0, -1.0]","[0.5, -1.0]",28.46272373199463,28.50977110862732
"[-4.0, -0.5]","[0.5, -1.5]",28.50977110862732,28.555854082107544
"[-4.5, -0.5]","[0.0, -1.0]",28.555854082107544,28.60308003425598
"[-4.5, -0.5]","[0.0, -1.0]",28.60308003425598,28.64954447746277
"[-4.5, -1.0]","[-0.5, -1.0]",28.64954447746277,28.696934461593628
"[-4.5, 0.0]","[-1.0, -1.0]",28.696934461593628,28.743924379348755
"[-4.5, 0.0]","[-1.0, -1.0]",28.743924379348755,28.791502952575684
"[-3.5, -1.0]","[0.5, -1.0]",28.791502952575684,28.83873200416565
"[-3.5, -1.0]","[0.0, -1.0]",28.83873200416565,28.885363817214966
"[-4.0, -1.0]","[1.5, -1.0]",28.885363817214966,28.94844913482666
"[-4.0, -1.0]","[1.5, -1.0]",28.94844913482666,28.99439573287964
"[-4.5, -0.5]","[1.0, -0.5]",28.99439573287964,29.042932987213135
"[-4.5, -0.5]","[1.0, -0.5]",29.042932987213135,29.089556455612183
"[-3.0, 0.0]","[0.0, -1.5]",29.089556455612183,29.136812925338745
"[-3.0, 0.0]","[0.0, -1.5]",29.136812925338745,29.184372901916504
"[-3.5, -1.0]","[0.0, -1.0]",29.184372901916504,29.231666326522827
"[-3.5, -0.5]","[0.0, -1.5]",29.231666326522827,29.2778902053833
"[-4.0, -1.0]","[0.0, -1.0]",29.2778902053833,29.324349641799927
"[-4.0, -1.0]","[0.0, -1.0]",29.324349641799927,29.372342109680176
"[-3.5, -1.0]","[0.0, -1.5]",29.372342109680176,29.419039011001587
"[-3.5, -1.0]","[0.0, -1.5]",29.419039011001587,29.465274572372437
"[-4.0, -1.0]","[0.0, -1.5]",29.465274572372437,29.511418342590332
"[-4.0, -1.0]","[0.5, -1.0]",29.511418342590332,29.557857751846313
"[-3.5, -0.5]","[0.0, -0.5]",29.557857751846313,29.604413747787476
"[-3.5, -0.5]","[0.0, -0.5]",29.604413747787476,29.652040004730225
"[-3.5, -0.5]","[0.0, -1.0]",29.652040004730225,29.699624061584473
"[-3.5, -0.5]","[0.0, -1.0]",29.699624061584473,29.746858835220337
"[-3.5, -1.0]","[0.0, -1.0]",29.746858835220337,29.793412446975708
"[-4.0, -0.5]","[0.5, -1.0]",29.793412446975708,29.84057593345642
"[-4.0, -0.5]","[0.5, -1.0]",29.84057593345642,29.886842012405396
"[-4.0, -0.5]","[0.5, -1.5]",29.886842012405396,29.934410572052002
"[-3.5, -0.5]","[0.0, -1.0]",29.934410572052002,29.981605291366577
"[-3.5, -0.5]","[0.0, -1.0]",29.981605291366577,30.028202772140503
"[-3.5, -0.5]","[0.0, -1.0]",30.028202772140503,30.074416875839233
"[-3.5, -0.5]","[0.0, -1.0]",30.074416875839233,30.12178349494934
"[-4.0, -1.0]","[1.0, -0.5]",30.12178349494934,30.16844153404236
"[-3.5, -1.0]","[0.0, -1.0]",30.16844153404236,30.214837789535522
"[-4.0, -0.5]","[1.0, -1.5]",30.214837789535522,30.27668333053589
"[-4.0, -0.5]","[1.0, -1.5]",30.27668333053589,30.323554754257202
"[-3.5, -0.5]","[0.5, -0.5]",30.323554754257202,30.371179342269897
"[-3.5, -0.5]","[0.5, -0.5]",30.371179342269897,30.418593168258667
"[-3.5, -0.5]","[1.0, -0.5]",30.418593168258667,30.465250730514526
"[-3.5, -0.5]","[1.0, -0.5]",30.465250730514526,30.512452602386475
"[-4.0, -0.5]","[1.5, -1.5]",30.512452602386475,30.559766054153442
"[-3.5, -0.5]","[1.0, -1.5]",30.559766054153442,30.60645580291748
"[-3.5, -0.5]","[1.0, -0.5]",30.60645580291748,30.653101205825806
"[-3.5, -0.5]","[1.0, -0.5]",30.653101205825806,30.699142456054688
"[-3.5, -0.5]","[0.0, -0.5]",30.699142456054688,30.746214389801025
"[-4.5, -0.5]","[-1.0, -1.5]",30.746214389801025,30.793615102767944
"[-4.5, -0.5]","[-1.0, -1.5]",30.793615102767944,30.839662790298462
"[-5.5, -0.5]","[-2.0, -1.5]",30.839662790298462,30.88636064529419
"[-5.5, -1.0]","[-2.0, -1.5]",30.88636064529419,30.933783054351807
"[-5.5, -1.0]","[-2.0, -1.5]",30.933783054351807,30.981460094451904
"[-5.5, -1.0]","[-2.0, -1.0]",30.981460094451904,31.02821373939514
"[-5.5, -1.0]","[-2.0, -1.0]",31.02821373939514,31.075239658355713
"[-5.5, -1.0]","[-2.0, -2.0]",31.075239658355713,31.123194217681885
"[-5.0, -1.0]","[-2.5, -2.0]",31.123194217681885,31.170250177383423
"[-5.0, -1.0]","[-2.0, -2.0]",31.170250177383423,31.23285484313965
"[-5.0, -1.0]","[-2.0, -2.0]",31.23285484313965,31.27957510948181
"[-6.0, -1.0]","[-2.0, -2.0]",31.27957510948181,31.326924800872803
"[-6.0, -1.0]","[-2.0, -2.0]",31.326924800872803,31.37355637550354
"[-5.5, -1.0]","[-3.0, -1.0]",31.37355637550354,31.41944980621338
"[-5.5, -1.0]","[-3.0, -2.0]",31.41944980621338,31.481003284454346
"[-6.5, -0.5]","[-2.5, -1.5]",31.481003284454346,31.528594493865967
"[-6.5, -0.5]","[-2.5, -1.5]",31.528594493865967,31.576154947280884
"[-6.5, -0.5]","[0.0, -1.0]",31.576154947280884,31.62349557876587
"[-6.5, -0.5]","[0.0, -1.0]",31.62349557876587,31.670665502548218
"[-5.5, -1.0]","[-1.5, -1.5]",31.670665502548218,31.71667766571045
"[-5.5, -1.0]","[-1.5, -1.5]",31.71667766571045,31.76335382461548
"[-5.5, -0.5]","[-3.5, -1.5]",31.76335382461548,31.809412479400635
"[-5.5, -1.0]","[-3.5, -2.0]",31.809412479400635,31.855730533599854
"[-6.5, -1.0]","[-4.0, -1.0]",31.855730533599854,31.90330219268799
"[-6.5, -1.0]","[-4.0, -1.0]",31.90330219268799,31.951103448867798
"[-6.5, -0.5]","[-3.5, -1.5]",31.951103448867798,31.9982168674469
"[-6.5, -0.5]","[-3.5, -1.5]",31.9982168674469,32.0453519821167
"[-5.5, -0.5]","[1.0, -1.0]",32.0453519821167,32.09257936477661
"[-4.0, -1.0]","[1.0, -1.0]",32.09257936477661,32.1393678188324
"[-4.0, -1.0]","[1.0, -1.0]",32.1393678188324,32.18641495704651
"[-6.0, -0.5]","[-1.5, -1.0]",32.18641495704651,32.23350429534912
"[-6.0, -0.5]","[-2.5, -1.0]",32.23350429534912,32.27946424484253
"[-6.0, -0.5]","[-2.5, -1.0]",32.27946424484253,32.32759952545166
"[-7.0, -0.5]","[-4.0, -1.0]",32.32759952545166,32.37407851219177
"[-7.0, -1.0]","[-3.5, -1.5]",32.37407851219177,32.420716524124146
"[-7.0, -1.0]","[-3.5, -1.5]",32.420716524124146,32.46853971481323
"[-7.0, -1.0]","[-5.0, -0.5]",32.46853971481323,32.51500129699707
"[-7.0, -1.0]","[-5.5, -0.5]",32.51500129699707,32.56252336502075
"[-7.0, -1.0]","[-5.5, -0.5]",32.56252336502075,32.60968017578125
"[-6.5, -1.0]","[-4.5, -0.5]",32.60968017578125,32.656418323516846
"[-6.5, -1.0]","[-4.5, -0.5]",32.656418323516846,32.70172381401062
"[-7.0, -1.0]","[-4.5, -0.5]",32.70172381401062,32.74876070022583
"[-7.0, -1.0]","[-4.5, -1.0]",32.74876070022583,32.79515314102173
"[-7.0, -1.0]","[-4.5, -1.0]",32.79515314102173,32.84206509590149
"[-7.0, -0.5]","[-3.0, -1.0]",32.84206509590149,32.888283491134644
"[-6.5, -0.5]","[-4.5, -1.0]",32.888283491134644,32.93586826324463
"[-6.5, -0.5]","[-4.5, -1.0]",32.93586826324463,32.9827036857605
"[-7.0, -1.0]","[-3.5, -1.0]",32.9827036857605,33.028929233551025
"[-7.0, -1.0]","[-3.5, -1.0]",33.028929233551025,33.075602531433105
"[-7.5, -1.0]","[-3.0, -1.5]",33.075602531433105,33.12280297279358
"[-7.0, -0.5]","[-2.5, -1.5]",33.12280297279358,33.16932272911072
"[-7.0, -0.5]","[-2.5, -1.5]",33.16932272911072,33.21617245674133
"[-7.0, -1.0]","[-4.5, -0.5]",33.21617245674133,33.26371669769287
"[-7.0, -0.5]","[-3.5, -1.0]",33.26371669769287,33.30941581726074
"[-7.0, -1.0]","[-4.5, -0.5]",33.30941581726074,33.356099367141724
"[-7.0, -1.0]","[-4.5, -0.5]",33.356099367141724,33.402273654937744
"[-7.5, -1.0]","[-4.5, -0.5]",33.402273654937744,33.44981622695923
"[-7.5, -1.0]","[-4.5, -0.5]",33.44981622695923,33.49644899368286
"[-7.0, -1.0]","[-3.5, -0.5]",33.49644899368286,33.542222023010254
"[-7.0, -1.0]","[-3.5, -1.0]",33.542222023010254,33.58952188491821
"[-7.0, -0.5]","[-3.5, -1.0]",33.58952188491821,33.652395248413086
"[-7.0, -0.5]","[-3.5, -1.0]",33.652395248413086,33.6998450756073
"[-7.5, -0.5]","[-3.5, -0.5]",33.6998450756073,33.747434854507446
"[-7.5, -0.5]","[-3.5, -0.5]",33.747434854507446,33.79366898536682
"[-6.5, -1.0]","[-4.0, -0.5]",33.79366898536682,33.83958697319031
"[-7.0, -1.0]","[-4.5, -0.5]",33.83958697319031,33.88676309585571
"[-6.5, -1.0]","[-3.5, -1.0]",33.88676309585571,33.94856572151184
"[-6.5, -1.0]","[-3.5, -1.0]",33.94856572151184,33.99501848220825
"[-7.0, -1.0]","[-3.0, -1.5]",33.99501848220825,34.042412996292114
"[-7.0, -1.0]","[-3.0, -1.5]",34.042412996292114,34.088395833969116
"[-6.0, -1.0]","[1.0, -0.5]",34.088395833969116,34.13512945175171
"[-3.5, -1.0]","[2.0, -1.0]",34.13512945175171,34.19660425186157
"[-3.5, -1.0]","[2.0, -1.0]",34.19660425186157,34.24281287193298
"[-3.0, -1.5]","[1.5, -1.0]",34.24281287193298,34.29064989089966
"[-3.0, -1.5]","[1.5, -1.0]",34.29064989089966,34.33871650695801
"[-1.5, -1.0]","[3.0, -0.5]",34.33871650695801,34.38599252700806
"[-0.5, -1.5]","[4.0, -0.5]",34.38599252700806,34.432695627212524
"[-0.5, -1.5]","[4.0, -0.5]",34.432695627212524,34.47910118103027
"[-2.5, -1.0]","[2.0, -0.5]",34.47910118103027,34.52584433555603
"[-2.0, -0.5]","[1.5, -1.0]",34.52584433555603,34.572795152664185
"[0.5, -0.5]","[4.0, -0.5]",34.572795152664185,34.61956596374512
"[0.5, -0.5]","[4.0, -0.5]",34.61956596374512,34.66666102409363
"[0.5, -1.0]","[4.5, -0.5]",34.66666102409363,34.7133674621582
"[0.5, -1.0]","[4.5, -0.5]",34.7133674621582,34.759459495544434
"[1.5, -1.0]","[5.0, -1.0]",34.759459495544434,34.80550479888916
"[1.5, -1.0]","[5.0, -1.0]",34.80550479888916,34.85329341888428
"[1.5, -1.0]","[5.0, -0.5]",34.85329341888428,34.91494679450989
"[1.5, -1.0]","[5.0, -0.5]",34.91494679450989,34.96166014671326
"[1.5, -1.0]","[6.0, -1.0]",34.96166014671326,35.00936985015869
"[1.5, -1.0]","[6.0, -1.0]",35.00936985015869,35.056395530700684
"[1.0, -1.0]","[4.5, -0.5]",35.056395530700684,35.103798151016235
"[1.0, -1.0]","[4.5, -0.5]",35.103798151016235,35.15071892738342
"[1.5, -1.0]","[6.0, -1.0]",35.15071892738342,35.197749376297
"[1.5, -1.0]","[6.0, -1.0]",35.197749376297,35.24480700492859
"[1.5, -1.0]","[5.5, -1.0]",35.24480700492859,35.2922739982605
"[1.5, -1.0]","[5.5, -1.0]",35.2922739982605,35.338024616241455
"[2.0, -1.0]","[5.5, -1.0]",35.338024616241455,35.38555121421814
"[2.0, -1.0]","[5.5, -1.0]",35.38555121421814,35.43340063095093
"[1.5, -1.0]","[5.0, -1.0]",35.43340063095093,35.47929549217224
"[2.5, -1.0]","[5.0, -1.0]",35.47929549217224,35.52632141113281
"[2.0, -1.0]","[5.0, -0.5]",35.52632141113281,35.57374048233032
"[2.0, -1.0]","[5.0, -0.5]",35.57374048233032,35.61982250213623
"[3.0, -1.0]","[5.5, -0.5]",35.61982250213623,35.66576623916626
"[3.0, -1.0]","[5.5, -0.5]",35.66576623916626,35.7128164768219
"[2.5, -0.5]","[5.5, -1.0]",35.7128164768219,35.759904861450195
"[2.5, -0.5]","[5.5, -1.0]",35.759904861450195,35.80729818344116
"[2.0, 0.0]","[5.5, -0.5]",35.80729818344116,35.85329079627991
"[2.5, -0.5]","[5.5, -0.5]",35.85329079627991,35.89952254295349
"[2.0, -1.0]","[5.5, -0.5]",35.89952254295349,35.94571900367737
"[2.0, -1.0]","[5.5, -0.5]",35.94571900367737,35.993422746658325
"[2.0, -0.5]","[5.5, -0.5]",35.993422746658325,36.04154920578003
"[2.0, -0.5]","[5.5, -0.5]",36.04154920578003,36.087605476379395
"[2.0, -0.5]","[5.5, -0.5]",36.087605476379395,36.134968996047974
"[3.0, -0.5]","[6.0, -0.5]",36.134968996047974,36.18153238296509
"[3.0, -0.5]","[5.5, -0.5]",36.18153238296509,36.24318790435791
"[3.0, -0.5]","[5.5, -0.5]",36.24318790435791,36.289482831954956
"[1.5, -1.5]","[5.0, -1.0]",36.289482831954956,36.33672022819519
"[1.5, -1.5]","[5.0, -1.0]",36.33672022819519,36.383821964263916
