left_eye_from_center,right_eye_from_center,start_time,end_time,left_eye_dim,right_eye_dim,left_eye_x,right_eye_x,duration,slide
"[-9.5, -2.0]","[5.0, -1.0]",7.333333333333333,7.366666666666666,"(35, 87)","(37, 89)",-9.5,5.0,0.033333333333333215,0
"[-9.5, -1.5]","[3.5, -0.5]",7.366666666666666,7.4,"(28, 86)","(32, 88)",-9.5,3.5,0.0333333333333341,0
"[-10.0, -1.0]","[1.0, -1.0]",7.4,7.433333333333334,"(36, 88)","(37, 92)",-10.0,1.0,0.033333333333333215,0
"[-10.0, -2.0]","[4.0, -0.5]",7.433333333333334,7.466666666666667,"(43, 88)","(42, 91)",-10.0,4.0,0.033333333333333215,0
"[-6.0, -2.5]","[6.5, -1.0]",7.466666666666667,7.5,"(42, 90)","(42, 90)",-6.0,6.5,0.033333333333333215,0
"[-6.0, -2.0]","[9.0, -1.0]",7.5,7.533333333333333,"(41, 89)","(41, 91)",-6.0,9.0,0.033333333333333215,0
"[-6.5, -1.5]","[7.5, -1.5]",7.533333333333333,7.566666666666666,"(41, 90)","(40, 92)",-6.5,7.5,0.033333333333333215,0
"[-6.0, -2.5]","[9.0, -1.0]",7.566666666666666,7.6,"(40, 89)","(41, 89)",-6.0,9.0,0.033333333333333215,0
"[-6.5, -2.0]","[7.5, -0.5]",7.6,7.633333333333333,"(41, 90)","(42, 92)",-6.5,7.5,0.033333333333333215,0
"[-5.0, -2.5]","[6.0, -1.0]",7.633333333333333,7.666666666666667,"(41, 89)","(42, 90)",-5.0,6.0,0.0333333333333341,0
"[-5.5, -2.5]","[6.0, -1.0]",7.666666666666667,7.7,"(42, 89)","(41, 91)",-5.5,6.0,0.033333333333333215,0
"[-5.5, -2.0]","[7.5, -1.5]",7.7,7.733333333333333,"(42, 91)","(41, 92)",-5.5,7.5,0.033333333333333215,0
"[-6.5, -2.0]","[6.0, -1.5]",7.733333333333333,7.766666666666667,"(42, 88)","(41, 92)",-6.5,6.0,0.033333333333333215,1
"[-6.0, -2.0]","[5.0, -1.5]",7.766666666666667,7.8,"(40, 88)","(40, 90)",-6.0,5.0,0.033333333333333215,1
"[-7.0, -2.0]","[6.0, -1.0]",7.8,7.833333333333333,"(30, 86)","(33, 88)",-7.0,6.0,0.033333333333333215,1
"[-10.0, -2.0]","[5.0, -0.5]",7.833333333333333,7.866666666666666,"(32, 87)","(34, 89)",-10.0,5.0,0.033333333333333215,1
"[-11.5, -2.0]","[2.5, -1.0]",7.866666666666666,7.9,"(35, 88)","(39, 90)",-11.5,2.5,0.0333333333333341,1
"[-12.0, -1.5]","[1.0, -1.5]",7.9,7.933333333333334,"(36, 87)","(38, 87)",-12.0,1.0,0.033333333333333215,1
"[-11.5, -2.0]","[3.5, -1.0]",7.933333333333334,7.966666666666667,"(37, 86)","(38, 88)",-11.5,3.5,0.033333333333333215,1
"[-10.0, -1.5]","[2.0, -1.0]",7.966666666666667,8.0,"(36, 87)","(38, 89)",-10.0,2.0,0.033333333333333215,1
"[-10.5, -1.0]","[3.5, -1.0]",8.0,8.033333333333333,"(37, 87)","(38, 91)",-10.5,3.5,0.033333333333333215,1
"[-9.5, -1.5]","[3.5, -1.0]",8.033333333333333,8.066666666666666,"(37, 87)","(38, 91)",-9.5,3.5,0.033333333333333215,1
"[-7.5, -0.5]","[4.5, -1.0]",8.066666666666666,8.1,"(38, 87)","(37, 91)",-7.5,4.5,0.033333333333333215,1
"[-7.5, -1.0]","[4.5, -1.5]",8.1,8.133333333333333,"(38, 88)","(37, 93)",-7.5,4.5,0.033333333333333215,1
"[-7.0, -1.0]","[4.5, -1.5]",8.133333333333333,8.166666666666666,"(37, 87)","(37, 91)",-7.0,4.5,0.033333333333333215,1
"[-7.5, -1.5]","[6.5, -1.5]",8.166666666666666,8.2,"(37, 87)","(37, 91)",-7.5,6.5,0.033333333333333215,1
"[-7.5, -1.5]","[5.5, -1.5]",8.2,8.233333333333333,"(37, 90)","(38, 90)",-7.5,5.5,0.033333333333333215,1
"[-9.0, -1.5]","[5.0, -1.0]",8.233333333333333,8.266666666666666,"(36, 92)","(36, 88)",-9.0,5.0,0.033333333333333215,1
"[-9.0, -1.0]","[5.0, -1.0]",8.266666666666666,8.3,"(37, 91)","(37, 87)",-9.0,5.0,0.03333333333333499,1
"[-8.5, -0.5]","[5.5, -0.5]",8.3,8.333333333333334,"(38, 90)","(37, 86)",-8.5,5.5,0.033333333333333215,1
"[-8.0, -2.0]","[6.0, -1.5]",8.333333333333334,8.366666666666667,"(36, 90)","(37, 85)",-8.0,6.0,0.033333333333333215,1
"[-8.0, -1.0]","[4.5, -1.5]",8.366666666666667,8.4,"(38, 92)","(39, 86)",-8.0,4.5,0.033333333333333215,1
"[-9.0, -1.0]","[5.0, -0.5]",8.4,8.433333333333334,"(37, 91)","(38, 86)",-9.0,5.0,0.033333333333333215,1
"[-8.5, -1.5]","[5.0, -1.0]",8.433333333333334,8.466666666666667,"(36, 91)","(37, 88)",-8.5,5.0,0.033333333333333215,1
"[-8.5, -1.0]","[6.0, -1.5]",8.466666666666667,8.5,"(37, 92)","(39, 87)",-8.5,6.0,0.033333333333333215,1
"[-8.0, -1.5]","[7.5, -0.5]",8.5,8.533333333333333,"(38, 91)","(39, 88)",-8.0,7.5,0.033333333333333215,1
"[-6.5, -2.0]","[7.0, -0.5]",8.533333333333333,8.566666666666666,"(35, 87)","(37, 84)",-6.5,7.0,0.033333333333333215,1
"[-10.5, -1.5]","[5.0, -0.5]",8.566666666666666,8.6,"(34, 89)","(37, 86)",-10.5,5.0,0.033333333333333215,1
"[-10.5, -1.0]","[4.0, -0.5]",8.6,8.633333333333333,"(35, 89)","(38, 91)",-10.5,4.0,0.033333333333333215,1
"[-9.5, -1.5]","[2.5, -1.0]",8.633333333333333,8.666666666666666,"(36, 86)","(36, 89)",-9.5,2.5,0.033333333333333215,1
"[-8.0, -1.0]","[6.5, -1.0]",8.666666666666666,8.7,"(37, 86)","(37, 89)",-8.0,6.5,0.033333333333333215,1
"[-8.0, -0.5]","[6.5, -1.5]",8.7,8.733333333333333,"(38, 87)","(37, 91)",-8.0,6.5,0.033333333333333215,1
"[-7.5, -1.0]","[6.5, -1.5]",8.733333333333333,8.766666666666666,"(39, 88)","(37, 91)",-7.5,6.5,0.033333333333333215,1
"[-8.0, -1.5]","[4.5, -1.5]",8.766666666666666,8.8,"(40, 89)","(37, 91)",-8.0,4.5,0.03333333333333499,1
"[-6.5, -1.0]","[6.5, -1.5]",8.8,8.833333333333334,"(39, 88)","(38, 91)",-6.5,6.5,0.033333333333333215,1
"[-6.0, -1.5]","[6.5, -1.0]",8.833333333333334,8.866666666666667,"(37, 87)","(36, 91)",-6.0,6.5,0.033333333333333215,1
"[-6.5, -0.5]","[6.5, -1.0]",8.866666666666667,8.9,"(37, 88)","(37, 93)",-6.5,6.5,0.033333333333333215,1
"[-8.0, -1.5]","[4.5, -1.5]",8.9,8.933333333333334,"(36, 88)","(35, 91)",-8.0,4.5,0.033333333333333215,1
"[-7.0, -1.0]","[7.5, -1.5]",8.933333333333334,8.966666666666667,"(38, 88)","(38, 90)",-7.0,7.5,0.033333333333333215,1
"[-7.0, -1.0]","[7.0, -1.0]",8.966666666666667,9.0,"(38, 89)","(38, 93)",-7.0,7.0,0.033333333333333215,1
"[-6.5, -1.0]","[5.5, -1.0]",9.0,9.033333333333331,"(39, 90)","(39, 92)",-6.5,5.5,0.03333333333333144,1
"[-7.0, -1.5]","[5.0, -0.5]",9.033333333333331,9.066666666666666,"(38, 89)","(40, 90)",-7.0,5.0,0.03333333333333499,1
"[-7.5, -2.0]","[7.0, -1.0]",9.066666666666666,9.1,"(38, 89)","(39, 91)",-7.5,7.0,0.033333333333333215,1
"[-7.5, -2.0]","[6.5, -0.5]",9.1,9.133333333333333,"(38, 88)","(40, 91)",-7.5,6.5,0.033333333333333215,1
"[-7.0, -2.0]","[6.5, -1.0]",9.133333333333333,9.166666666666666,"(37, 89)","(39, 92)",-7.0,6.5,0.033333333333333215,1
"[-5.5, -1.5]","[7.0, -0.5]",9.166666666666666,9.2,"(38, 90)","(38, 91)",-5.5,7.0,0.033333333333333215,1
"[-5.0, -2.0]","[7.5, -1.0]",9.2,9.233333333333333,"(37, 89)","(37, 91)",-5.0,7.5,0.033333333333333215,1
"[-4.5, -1.5]","[8.5, -0.5]",9.233333333333333,9.266666666666666,"(38, 89)","(37, 91)",-4.5,8.5,0.033333333333333215,1
"[-3.5, -2.0]","[8.5, -1.5]",9.266666666666666,9.3,"(38, 89)","(37, 89)",-3.5,8.5,0.03333333333333499,1
"[-4.5, -1.0]","[7.5, -1.5]",9.3,9.333333333333334,"(38, 91)","(36, 89)",-4.5,7.5,0.033333333333333215,1
"[-4.5, -1.0]","[8.5, -1.0]",9.333333333333334,9.366666666666667,"(38, 90)","(36, 90)",-4.5,8.5,0.033333333333333215,1
"[-5.0, -2.0]","[9.0, -1.0]",9.366666666666667,9.4,"(38, 90)","(36, 89)",-5.0,9.0,0.033333333333333215,1
"[-4.0, -1.0]","[10.5, -1.0]",9.4,9.433333333333334,"(38, 90)","(35, 89)",-4.0,10.5,0.033333333333333215,1
"[-4.0, -2.0]","[10.5, -0.5]",9.433333333333334,9.466666666666669,"(37, 90)","(36, 90)",-4.0,10.5,0.03333333333333499,1
"[-3.0, -1.5]","[10.0, -1.0]",9.466666666666669,9.5,"(36, 89)","(36, 90)",-3.0,10.0,0.03333333333333144,1
"[-10.5, -1.0]","[3.0, -1.0]",9.5,9.533333333333331,"(37, 89)","(37, 89)",-10.5,3.0,0.03333333333333144,1
"[-10.5, -0.5]","[2.5, -1.5]",9.533333333333331,9.566666666666666,"(37, 88)","(36, 88)",-10.5,2.5,0.03333333333333499,1
"[-10.0, -0.5]","[4.0, -1.0]",9.566666666666666,9.6,"(37, 89)","(37, 89)",-10.0,4.0,0.033333333333333215,1
"[-10.5, -1.5]","[2.5, -1.5]",9.6,9.633333333333333,"(38, 89)","(38, 86)",-10.5,2.5,0.033333333333333215,1
"[-10.5, -1.0]","[5.0, -1.0]",9.633333333333333,9.666666666666666,"(38, 89)","(37, 90)",-10.5,5.0,0.033333333333333215,1
"[-10.5, -1.0]","[3.0, -0.5]",9.666666666666666,9.7,"(38, 89)","(37, 89)",-10.5,3.0,0.033333333333333215,1
"[-9.5, -1.0]","[3.5, -1.5]",9.7,9.733333333333333,"(37, 90)","(36, 89)",-9.5,3.5,0.033333333333333215,1
"[-9.0, -0.5]","[6.5, -1.0]",9.733333333333333,9.766666666666666,"(37, 89)","(37, 90)",-9.0,6.5,0.033333333333333215,1
"[-8.5, -1.5]","[5.0, -0.5]",9.766666666666666,9.8,"(37, 92)","(38, 93)",-8.5,5.0,0.03333333333333499,1
"[-9.0, -1.5]","[4.5, -1.0]",9.8,9.833333333333334,"(37, 91)","(37, 93)",-9.0,4.5,0.033333333333333215,1
"[-8.5, -1.5]","[2.5, -1.5]",9.833333333333334,9.866666666666667,"(37, 91)","(38, 94)",-8.5,2.5,0.033333333333333215,1
"[-7.5, -1.5]","[3.0, -2.0]",9.866666666666667,9.9,"(36, 91)","(38, 94)",-7.5,3.0,0.033333333333333215,1
"[-7.5, -2.0]","[4.0, -1.0]",9.9,9.933333333333334,"(37, 90)","(39, 94)",-7.5,4.0,0.033333333333333215,1
"[-7.0, -1.5]","[4.0, -0.5]",9.933333333333334,9.966666666666669,"(37, 89)","(39, 92)",-7.0,4.0,0.03333333333333499,1
"[-7.5, -2.5]","[5.0, -1.5]",9.966666666666669,10.0,"(36, 88)","(39, 87)",-7.5,5.0,0.03333333333333144,1
"[-7.0, -1.0]","[6.5, -0.5]",10.0,10.033333333333331,"(38, 89)","(41, 90)",-7.0,6.5,0.03333333333333144,1
"[-8.5, -2.0]","[6.0, -0.5]",10.033333333333331,10.066666666666666,"(37, 90)","(39, 90)",-8.5,6.0,0.03333333333333499,1
"[-8.0, -1.5]","[4.0, -0.5]",10.066666666666666,10.1,"(37, 90)","(40, 89)",-8.0,4.0,0.033333333333333215,1
"[-7.0, -1.5]","[6.5, -1.0]",10.1,10.133333333333333,"(37, 92)","(41, 93)",-7.0,6.5,0.033333333333333215,1
"[-8.0, -2.5]","[4.5, -1.5]",10.133333333333333,10.166666666666666,"(37, 92)","(40, 93)",-8.0,4.5,0.033333333333333215,1
"[-8.0, -1.5]","[4.5, -1.0]",10.166666666666666,10.2,"(37, 93)","(41, 93)",-8.0,4.5,0.033333333333333215,1
"[-6.5, -1.5]","[6.5, -0.5]",10.2,10.233333333333333,"(38, 90)","(40, 89)",-6.5,6.5,0.033333333333333215,1
"[-6.0, -2.0]","[6.5, -1.0]",10.233333333333333,10.266666666666666,"(38, 93)","(41, 95)",-6.0,6.5,0.033333333333333215,1
"[-6.5, -2.0]","[4.5, -1.5]",10.266666666666666,10.3,"(39, 94)","(41, 94)",-6.5,4.5,0.03333333333333499,1
"[-6.0, -2.5]","[7.0, -1.5]",10.3,10.333333333333334,"(39, 91)","(42, 90)",-6.0,7.0,0.033333333333333215,1
"[-6.5, -2.5]","[6.0, -1.0]",10.333333333333334,10.366666666666667,"(40, 91)","(43, 90)",-6.5,6.0,0.033333333333333215,1
"[-6.5, -3.0]","[7.0, -0.5]",10.366666666666667,10.4,"(41, 94)","(43, 91)",-6.5,7.0,0.033333333333333215,1
"[-5.0, -4.5]","[4.5, 0.5]",10.4,10.433333333333334,"(41, 92)","(42, 87)",-5.0,4.5,0.033333333333333215,1
"[-5.0, -3.5]","[7.5, -1.0]",10.433333333333334,10.466666666666669,"(41, 92)","(42, 89)",-5.0,7.5,0.03333333333333499,1
"[-12.0, -3.5]","[-0.5, -2.0]",10.466666666666669,10.5,"(40, 90)","(42, 85)",-12.0,-0.5,0.03333333333333144,1
"[-12.0, -3.0]","[0.5, -2.0]",10.5,10.533333333333331,"(38, 87)","(39, 81)",-12.0,0.5,0.03333333333333144,1
"[-11.5, -3.0]","[1.5, -0.5]",10.533333333333331,10.566666666666666,"(39, 91)","(40, 91)",-11.5,1.5,0.03333333333333499,1
"[-10.5, -2.5]","[1.5, -2.0]",10.566666666666666,10.6,"(36, 89)","(39, 87)",-10.5,1.5,0.033333333333333215,1
"[-9.5, -1.0]","[4.5, -0.5]",10.6,10.633333333333333,"(38, 90)","(39, 89)",-9.5,4.5,0.033333333333333215,1
"[-10.0, -2.0]","[3.5, -0.5]",10.633333333333333,10.666666666666666,"(38, 90)","(39, 89)",-10.0,3.5,0.033333333333333215,1
"[-10.0, -2.0]","[3.5, -0.5]",10.666666666666666,10.7,"(38, 91)","(40, 91)",-10.0,3.5,0.033333333333333215,1
"[-9.5, -2.0]","[4.5, -1.0]",10.7,10.733333333333333,"(37, 90)","(39, 89)",-9.5,4.5,0.033333333333333215,1
"[-9.0, -1.5]","[4.5, -0.5]",10.733333333333333,10.766666666666666,"(36, 89)","(40, 87)",-9.0,4.5,0.033333333333333215,1
"[-8.5, -1.0]","[5.5, 0.0]",10.766666666666666,10.8,"(38, 89)","(40, 88)",-8.5,5.5,0.03333333333333499,1
"[-9.5, -2.0]","[6.0, -1.0]",10.8,10.833333333333334,"(37, 93)","(40, 92)",-9.5,6.0,0.033333333333333215,1
"[-9.5, -2.5]","[3.0, -1.0]",10.833333333333334,10.866666666666667,"(38, 94)","(40, 95)",-9.5,3.0,0.033333333333333215,1
"[-10.0, -2.0]","[1.5, -1.0]",10.866666666666667,10.9,"(39, 92)","(41, 93)",-10.0,1.5,0.033333333333333215,1
"[-9.0, -2.5]","[3.5, -1.5]",10.9,10.933333333333334,"(39, 92)","(41, 93)",-9.0,3.5,0.033333333333333215,1
"[-9.0, -2.5]","[4.5, -1.5]",10.933333333333334,10.966666666666669,"(38, 92)","(41, 92)",-9.0,4.5,0.03333333333333499,1
"[-9.0, -2.0]","[4.0, -1.5]",10.966666666666669,11.0,"(35, 89)","(38, 87)",-9.0,4.0,0.03333333333333144,1
"[-8.5, -1.5]","[7.5, 0.0]",11.0,11.033333333333331,"(36, 91)","(38, 90)",-8.5,7.5,0.03333333333333144,1
"[-7.5, -2.0]","[5.0, -1.0]",11.033333333333331,11.066666666666666,"(37, 89)","(39, 86)",-7.5,5.0,0.03333333333333499,1
"[-6.5, -2.5]","[8.0, -0.5]",11.066666666666666,11.1,"(37, 88)","(39, 85)",-6.5,8.0,0.033333333333333215,1
"[-6.0, -1.5]","[9.5, -0.5]",11.1,11.133333333333333,"(36, 88)","(39, 86)",-6.0,9.5,0.033333333333333215,1
"[-6.0, -2.0]","[10.0, 0.5]",11.133333333333333,11.166666666666666,"(36, 89)","(40, 88)",-6.0,10.0,0.033333333333333215,1
"[-5.5, -2.0]","[9.0, 0.0]",11.166666666666666,11.2,"(37, 91)","(39, 88)",-5.5,9.0,0.033333333333333215,1
"[-5.5, -1.5]","[10.0, -0.5]",11.2,11.233333333333333,"(36, 90)","(39, 89)",-5.5,10.0,0.033333333333333215,1
"[-4.0, -2.0]","[9.5, -0.5]",11.233333333333333,11.266666666666666,"(37, 90)","(39, 90)",-4.0,9.5,0.033333333333333215,1
"[-4.0, -1.5]","[9.0, -0.5]",11.266666666666666,11.3,"(38, 90)","(40, 89)",-4.0,9.0,0.03333333333333499,1
"[-4.0, -2.0]","[9.5, 0.0]",11.3,11.333333333333334,"(36, 91)","(39, 89)",-4.0,9.5,0.033333333333333215,1
"[-3.5, -1.0]","[10.5, -0.5]",11.333333333333334,11.366666666666667,"(37, 92)","(39, 88)",-3.5,10.5,0.033333333333333215,1
"[-5.0, -1.5]","[10.0, -0.5]",11.366666666666667,11.4,"(38, 93)","(40, 90)",-5.0,10.0,0.033333333333333215,1
"[-4.5, -2.0]","[10.0, -1.0]",11.4,11.433333333333334,"(37, 91)","(39, 89)",-4.5,10.0,0.033333333333333215,2
"[-4.5, -1.5]","[8.5, -0.5]",11.433333333333334,11.466666666666669,"(38, 92)","(39, 91)",-4.5,8.5,0.03333333333333499,2
"[-5.0, -2.0]","[8.5, -0.5]",11.466666666666669,11.5,"(38, 91)","(39, 91)",-5.0,8.5,0.03333333333333144,2
"[-5.5, -2.0]","[7.5, -0.5]",11.5,11.533333333333331,"(37, 93)","(39, 94)",-5.5,7.5,0.03333333333333144,2
"[-8.5, -1.5]","[4.0, -1.5]",11.533333333333331,11.566666666666666,"(32, 93)","(35, 96)",-8.5,4.0,0.03333333333333499,2
"[-9.5, -1.0]","[1.0, -0.5]",11.566666666666666,11.6,"(32, 93)","(35, 96)",-9.5,1.0,0.033333333333333215,2
"[-8.5, -1.0]","[1.0, -0.5]",11.6,11.633333333333333,"(32, 94)","(35, 95)",-8.5,1.0,0.033333333333333215,2
"[-9.0, 0.0]","[1.5, -0.5]",11.633333333333333,11.666666666666666,"(32, 93)","(34, 95)",-9.0,1.5,0.033333333333333215,2
"[-8.5, 0.0]","[3.5, -1.0]",11.666666666666666,11.7,"(37, 91)","(39, 94)",-8.5,3.5,0.033333333333333215,2
"[-10.5, -1.5]","[2.0, -1.5]",11.7,11.733333333333333,"(38, 91)","(40, 94)",-10.5,2.0,0.033333333333333215,3
"[-9.5, -2.0]","[3.0, -2.0]",11.733333333333333,11.766666666666666,"(40, 93)","(40, 95)",-9.5,3.0,0.033333333333333215,3
"[-9.5, -2.0]","[3.5, -2.0]",11.766666666666666,11.8,"(38, 93)","(39, 95)",-9.5,3.5,0.03333333333333499,3
"[-8.5, -2.0]","[4.5, -1.5]",11.8,11.833333333333334,"(38, 92)","(39, 95)",-8.5,4.5,0.033333333333333215,3
"[-9.0, -2.0]","[4.5, -1.5]",11.833333333333334,11.866666666666667,"(38, 94)","(40, 95)",-9.0,4.5,0.033333333333333215,3
"[-8.0, -2.0]","[5.5, -2.0]",11.866666666666667,11.9,"(40, 94)","(41, 97)",-8.0,5.5,0.033333333333333215,3
"[-8.0, -2.0]","[5.5, -1.5]",11.9,11.933333333333334,"(39, 92)","(40, 94)",-8.0,5.5,0.033333333333333215,3
"[-6.0, -2.5]","[6.0, -1.0]",11.933333333333334,11.966666666666669,"(40, 89)","(41, 91)",-6.0,6.0,0.03333333333333499,3
"[0.5, -2.0]","[12.5, -1.5]",11.966666666666669,12.0,"(36, 88)","(38, 90)",0.5,12.5,0.03333333333333144,3
"[3.0, -2.0]","[13.0, -1.0]",12.0,12.033333333333331,"(41, 90)","(41, 90)",3.0,13.0,0.03333333333333144,3
"[1.0, -1.5]","[10.0, -0.5]",12.033333333333331,12.066666666666666,"(41, 92)","(42, 91)",1.0,10.0,0.03333333333333499,3
"[1.0, -1.5]","[12.5, -1.0]",12.066666666666666,12.1,"(42, 93)","(42, 93)",1.0,12.5,0.033333333333333215,3
"[0.5, -1.0]","[12.5, -1.0]",12.1,12.133333333333333,"(42, 92)","(43, 94)",0.5,12.5,0.033333333333333215,3
"[1.0, -2.0]","[11.0, -0.5]",12.133333333333333,12.166666666666666,"(42, 93)","(44, 92)",1.0,11.0,0.033333333333333215,3
"[0.5, -2.0]","[11.0, -1.0]",12.166666666666666,12.2,"(42, 92)","(42, 93)",0.5,11.0,0.033333333333333215,3
"[1.0, -1.0]","[11.5, 0.0]",12.2,12.233333333333333,"(42, 92)","(43, 92)",1.0,11.5,0.033333333333333215,3
"[1.0, -2.0]","[12.0, -1.5]",12.233333333333333,12.266666666666666,"(43, 93)","(43, 93)",1.0,12.0,0.033333333333333215,3
"[-2.5, -2.5]","[9.5, -1.5]",12.266666666666666,12.3,"(44, 93)","(44, 93)",-2.5,9.5,0.03333333333333499,3
"[-13.5, -2.0]","[-1.5, -1.0]",12.3,12.333333333333334,"(44, 93)","(43, 93)",-13.5,-1.5,0.033333333333333215,3
"[-12.5, -2.0]","[-0.5, -1.5]",12.333333333333334,12.366666666666667,"(41, 93)","(43, 94)",-12.5,-0.5,0.033333333333333215,3
"[-9.5, -1.5]","[4.0, -1.5]",12.366666666666667,12.4,"(41, 94)","(42, 94)",-9.5,4.0,0.033333333333333215,3
"[-8.0, -1.5]","[5.0, -1.0]",12.4,12.433333333333334,"(40, 95)","(43, 96)",-8.0,5.0,0.033333333333333215,3
"[-8.5, -1.0]","[5.0, -1.5]",12.433333333333334,12.466666666666669,"(40, 94)","(41, 96)",-8.5,5.0,0.03333333333333499,3
"[-8.0, -2.0]","[5.0, -1.5]",12.466666666666669,12.5,"(40, 95)","(43, 99)",-8.0,5.0,0.03333333333333144,3
"[-6.5, -2.0]","[3.5, -1.5]",12.5,12.533333333333331,"(40, 92)","(41, 95)",-6.5,3.5,0.03333333333333144,3
"[-8.0, -2.0]","[4.5, -1.5]",12.533333333333331,12.566666666666666,"(42, 93)","(43, 94)",-8.0,4.5,0.03333333333333499,4
"[-8.5, -2.0]","[4.0, -1.5]",12.566666666666666,12.6,"(43, 92)","(44, 94)",-8.5,4.0,0.033333333333333215,4
"[-8.0, -1.5]","[3.0, -1.0]",12.6,12.633333333333333,"(42, 93)","(42, 93)",-8.0,3.0,0.033333333333333215,4
"[-11.5, -2.0]","[2.5, -1.0]",12.633333333333333,12.666666666666666,"(41, 92)","(41, 92)",-11.5,2.5,0.033333333333333215,4
"[-12.0, -1.5]","[3.0, -1.5]",12.666666666666666,12.7,"(41, 93)","(43, 94)",-12.0,3.0,0.033333333333333215,4
"[-10.5, -1.5]","[3.0, -1.5]",12.7,12.733333333333333,"(41, 93)","(43, 92)",-10.5,3.0,0.033333333333333215,4
"[-11.5, -1.5]","[3.0, -1.5]",12.733333333333333,12.766666666666666,"(42, 91)","(42, 92)",-11.5,3.0,0.033333333333333215,4
"[-11.5, -2.0]","[3.0, -1.0]",12.766666666666666,12.8,"(41, 91)","(42, 91)",-11.5,3.0,0.03333333333333499,4
"[-10.5, -1.5]","[3.5, -1.0]",12.8,12.833333333333334,"(43, 91)","(43, 91)",-10.5,3.5,0.033333333333333215,4
"[-10.5, -2.5]","[4.5, -1.5]",12.833333333333334,12.866666666666667,"(40, 89)","(42, 89)",-10.5,4.5,0.033333333333333215,4
"[-10.5, -2.0]","[4.5, -1.0]",12.866666666666667,12.9,"(42, 91)","(44, 90)",-10.5,4.5,0.033333333333333215,4
"[-10.5, -2.0]","[3.0, -1.0]",12.9,12.933333333333334,"(43, 90)","(44, 90)",-10.5,3.0,0.033333333333333215,4
"[-11.0, -2.5]","[3.0, -1.0]",12.933333333333334,12.966666666666669,"(44, 91)","(46, 90)",-11.0,3.0,0.03333333333333499,4
"[-10.5, -3.0]","[4.0, -1.0]",12.966666666666669,13.0,"(43, 90)","(45, 87)",-10.5,4.0,0.03333333333333144,4
"[-11.0, -2.5]","[3.5, -0.5]",13.0,13.033333333333331,"(45, 94)","(46, 90)",-11.0,3.5,0.03333333333333144,4
"[-9.0, -3.5]","[-2.0, 1.0]",13.033333333333331,13.066666666666666,"(47, 91)","(49, 87)",-9.0,-2.0,0.03333333333333499,4
"[-11.5, -4.5]","[2.5, -1.5]",13.066666666666666,13.1,"(46, 91)","(48, 89)",-11.5,2.5,0.033333333333333215,4
"[-11.5, -4.0]","[2.5, -1.0]",13.1,13.133333333333333,"(45, 90)","(48, 88)",-11.5,2.5,0.033333333333333215,4
"[-11.0, -3.5]","[2.0, -2.0]",13.133333333333333,13.166666666666666,"(43, 88)","(44, 84)",-11.0,2.0,0.033333333333333215,4
"[-10.0, -2.5]","[7.0, 0.0]",13.166666666666666,13.2,"(42, 89)","(44, 88)",-10.0,7.0,0.033333333333333215,4
"[-9.5, -2.0]","[4.0, -1.0]",13.2,13.233333333333333,"(41, 90)","(45, 89)",-9.5,4.0,0.033333333333333215,4
"[-9.0, -2.5]","[3.5, -1.5]",13.233333333333333,13.266666666666666,"(41, 89)","(43, 87)",-9.0,3.5,0.033333333333333215,4
"[-7.5, -1.5]","[6.5, -0.5]",13.266666666666666,13.3,"(41, 87)","(41, 87)",-7.5,6.5,0.03333333333333499,4
"[-7.5, -2.5]","[7.5, -0.5]",13.3,13.333333333333334,"(38, 87)","(41, 89)",-7.5,7.5,0.033333333333333215,4
"[-5.5, -2.0]","[6.5, -0.5]",13.333333333333334,13.366666666666667,"(39, 89)","(40, 89)",-5.5,6.5,0.033333333333333215,4
"[-4.5, -1.5]","[8.5, -1.0]",13.366666666666667,13.4,"(39, 90)","(42, 89)",-4.5,8.5,0.033333333333333215,4
"[-5.0, -1.5]","[7.5, -1.0]",13.4,13.433333333333334,"(40, 89)","(41, 89)",-5.0,7.5,0.033333333333333215,4
"[-3.5, -2.0]","[9.5, -0.5]",13.433333333333334,13.466666666666669,"(40, 89)","(42, 89)",-3.5,9.5,0.03333333333333499,4
"[-2.5, -2.0]","[8.5, -1.0]",13.466666666666669,13.5,"(40, 90)","(42, 89)",-2.5,8.5,0.03333333333333144,4
"[-2.0, -2.0]","[9.5, 0.0]",13.5,13.533333333333331,"(40, 89)","(41, 88)",-2.0,9.5,0.03333333333333144,4
"[-2.5, -2.0]","[10.0, -0.5]",13.533333333333331,13.566666666666666,"(41, 89)","(42, 89)",-2.5,10.0,0.03333333333333499,4
"[-2.5, -2.5]","[8.5, -1.0]",13.566666666666666,13.6,"(41, 90)","(43, 88)",-2.5,8.5,0.033333333333333215,4
"[-4.0, -1.5]","[8.0, -0.5]",13.6,13.633333333333333,"(41, 89)","(43, 88)",-4.0,8.0,0.033333333333333215,4
"[-2.5, -1.5]","[10.0, -0.5]",13.633333333333333,13.666666666666666,"(40, 89)","(42, 88)",-2.5,10.0,0.033333333333333215,4
"[-3.5, -2.0]","[9.0, 0.0]",13.666666666666666,13.7,"(41, 89)","(43, 88)",-3.5,9.0,0.033333333333333215,4
"[-6.5, -1.5]","[6.0, -0.5]",13.7,13.733333333333333,"(41, 89)","(43, 88)",-6.5,6.0,0.033333333333333215,4
